Landsat Product Identifier,Landsat Scene Identifier,Acquisition Date,Collection Category,Collection Number,WRS Path,WRS Row,Target WRS Path,Target WRS Row,Nadir/Off Nadir,Roll Angle,Date L-1 Generated,Start Time,Stop Time,Station Identifier,Day/Night Indicator,Land Cloud Cover,Scene Cloud Cover,Ground Control Points Model,Ground Control Points Version,Geometric RMSE Model (meters),Geometric RMSE Model X,Geometric RMSE Model Y,Image Quality, Processing Software Version,Sun Elevation L1,Sun Azimuth L1,TIRS SSM Model,Data Type Level-1,Sensor Identifier,Panchromatic Lines,Panchromatic Samples,Reflective Lines,Reflective Samples,Thermal Lines,Thermal Samples,Map Projection Level-1,UTM Zone,Datum,Ellipsoid,Grid Cell Size Panchromatic,Grid Cell Size Reflective,Grid Cell Size Thermal,Bias Parameter File Name OLI,Bias Parameter File Name TIRS, Calibration Parameter File,RLUT File Name,Center Latitude,Center Longitude,UL Corner Lat,UL Corner Long,UR Corner Lat,UR Corner Long,LL Corner Lat,LL Corner Long,LR Corner Lat,LR Corner Long,Center Latitude dec,Center Longitude dec,UL Corner Lat dec,UL Corner Long dec,UR Corner Lat dec,UR Corner Long dec,LL Corner Lat dec,LL Corner Long dec,LR Corner Lat dec,LR Corner Long dec,Display ID,Ordering ID,Browse Link
LC08_L1TP_090084_20160426_20170326_01_T1,LC80900842016117LGN01,2016/04/26,T1,1, 090, 084, 090, 084,NADIR,-.001,2017/03/26,2016:117:23:49:34.3996430,2016:117:23:50:06.1696390,LGN,DAY,.3,.29,716,4,4.755,3.469,3.251,9,LPGS_2.7.0,32.69911226,37.82176967,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15901,15801,7951,7901,7951,7901,UTM,55,WGS84,WGS84,15,30,30,LO8BPF20160426231054_20160426235330.01,LT8BPF20160422201524_20160507073029.01,LC08CPF_20160401_20160630_01.01,LC08RLUT_20150303_20431231_01_12.h5,34°36'38.92"S,149°50'18.20"E,33°33'19.19"S,149°03'51.70"E,33°56'51.22"S,151°05'44.77"E,35°16'01.13"S,148°33'37.04"E,35°39'58.21"S,150°38'00.92"E,-34.61081,149.83839,-33.55533,149.06436,-33.94756,151.09577,-35.26698,148.56029,-35.66617,150.63359,LC08_L1TP_090084_20160426_20170326_01_T1,LC80900842016117LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80900842016117LGN01
LC08_L1TP_090084_20160410_20170326_01_T1,LC80900842016101LGN01,2016/04/10,T1,1, 090, 084, 090, 084,NADIR,-.001,2017/03/26,2016:101:23:49:38.7473620,2016:101:23:50:10.5173590,LGN,DAY,35.45,36.67,680,4,4.441,3.245,3.032,9,LPGS_2.7.0,36.90239313,42.26808893,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15901,15801,7951,7901,7951,7901,UTM,55,WGS84,WGS84,15,30,30,LO8BPF20160410232011_20160411000025.01,LT8BPF20160408000419_20160422175416.01,LC08CPF_20160401_20160630_01.01,LC08RLUT_20150303_20431231_01_12.h5,34°36'37.84"S,149°51'18.79"E,33°33'18.04"S,149°04'53.69"E,33°56'49.85"S,151°06'44.57"E,35°16'00.34"S,148°34'38.53"E,35°39'57.20"S,150°39'00.22"E,-34.61051,149.85522,-33.55501,149.08158,-33.94718,151.11238,-35.26676,148.57737,-35.66589,150.65006,LC08_L1TP_090084_20160410_20170326_01_T1,LC80900842016101LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80900842016101LGN01
LC08_L1TP_090084_20160325_20170327_01_T1,LC80900842016085LGN01,2016/03/25,T1,1, 090, 084, 090, 084,NADIR,-.001,2017/03/27,2016:085:23:49:45.4036640,2016:085:23:50:17.1736610,LGN,DAY,12.46,12.36,431,4,5.959,4.177,4.25,9,LPGS_2.7.0,41.1961322,48.04649403,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15901,15801,7951,7901,7951,7901,UTM,55,WGS84,WGS84,15,30,30,LO8BPF20160325232018_20160326000232.01,LT8BPF20160324055900_20160407213750.01,LC08CPF_20160101_20160331_01.01,LC08RLUT_20150303_20431231_01_12.h5,34°36'38.77"S,149°51'27.97"E,33°33'18.86"S,149°05'03.23"E,33°56'50.93"S,151°06'53.64"E,35°16'01.34"S,148°34'47.75"E,35°39'58.50"S,150°39'08.89"E,-34.61077,149.85777,-33.55524,149.08423,-33.94748,151.1149,-35.26704,148.57993,-35.66625,150.65247,LC08_L1TP_090084_20160325_20170327_01_T1,LC80900842016085LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80900842016085LGN01
LC08_L1TP_090084_20160309_20180203_01_T1,LC80900842016069LGN02,2016/03/09,T1,1, 090, 084, 090, 084,NADIR,-.001,2018/02/03,2016:069:23:49:53.9788070,2016:069:23:50:25.7488030,LGN,DAY,64.97,66.36,382,4,6.26,4.361,4.491,9,LPGS_13.0.0,45.30481233,54.80464427,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15901,15801,7951,7901,7951,7901,UTM,55,WGS84,WGS84,15,30,30,LO8BPF20160309232026_20160310000241.01,LT8BPF20160309080230_20160324033852.01,LC08CPF_20160101_20160331_01.01,LC08RLUT_20150303_20431231_01_12.h5,34°36'38.81"S,149°50'53.12"E,33°33'18.68"S,149°04'28.16"E,33°56'51.25"S,151°06'19.51"E,35°16'00.84"S,148°34'12.32"E,35°39'58.57"S,150°38'34.40"E,-34.61078,149.84809,-33.55519,149.07449,-33.94757,151.10542,-35.2669,148.57009,-35.66627,150.64289,LC08_L1TP_090084_20160309_20180203_01_T1,LC80900842016069LGN02,https://earthexplorer.usgs.gov/browse-link/12864/LC80900842016069LGN02
LC08_L1TP_090084_20160222_20170329_01_T1,LC80900842016053LGN01,2016/02/22,T1,1, 090, 084, 090, 084,NADIR,-.001,2017/03/29,2016:053:23:49:55.6863530,2016:053:23:50:27.4563500,LGN,DAY,.02,.02,729,4,4.806,2.882,3.846,9,LPGS_2.7.0,49.0775695,61.94698049,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15921,15821,7961,7911,7961,7911,UTM,55,WGS84,WGS84,15,30,30,LO8BPF20160222232052_20160223000618.01,LT8BPF20160208080723_20160223100557.01,LC08CPF_20160101_20160331_01.01,LC08RLUT_20150303_20431231_01_12.h5,34°36'39.17"S,149°51'44.78"E,33°33'19.15"S,149°05'19.82"E,33°56'52.33"S,151°07'11.96"E,35°16'00.95"S,148°35'03.55"E,35°39'59.26"S,150°39'26.42"E,-34.61088,149.86244,-33.55532,149.08884,-33.94787,151.11999,-35.26693,148.58432,-35.66646,150.65734,LC08_L1TP_090084_20160222_20170329_01_T1,LC80900842016053LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80900842016053LGN01
LC08_L1TP_090084_20160206_20170330_01_T1,LC80900842016037LGN01,2016/02/06,T1,1, 090, 084, 090, 084,NADIR,0,2017/03/30,2016:037:23:50:02.9881370,2016:037:23:50:34.7581340,LGN,DAY,26.96,26.09,427,4,6.51,3.567,5.445,9,LPGS_2.7.0,52.46900647,68.66717762,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15901,15801,7951,7901,7951,7901,UTM,55,WGS84,WGS84,15,30,30,LO8BPF20160206232059_20160207000450.01,LT8BPF20160124171309_20160208072447.01,LC08CPF_20160101_20160331_01.01,LC08RLUT_20150303_20431231_01_12.h5,34°36'38.99"S,149°50'54.06"E,33°33'18.50"S,149°04'29.42"E,33°56'51.97"S,151°06'20.92"E,35°16'00.30"S,148°34'12.43"E,35°39'58.90"S,150°38'34.69"E,-34.61083,149.84835,-33.55514,149.07484,-33.94777,151.10581,-35.26675,148.57012,-35.66636,150.64297,LC08_L1TP_090084_20160206_20170330_01_T1,LC80900842016037LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80900842016037LGN01
LC08_L1TP_090084_20160121_20170405_01_T1,LC80900842016021LGN02,2016/01/21,T1,1, 090, 084, 090, 084,NADIR,-.001,2017/04/05,2016:021:23:50:07.1652010,2016:021:23:50:38.9351970,LGN,DAY,93.19,93.22,66,4,7.412,4.593,5.817,9,LPGS_2.7.0,55.486483,74.0074438,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15901,15821,7951,7911,7951,7911,UTM,55,WGS84,WGS84,15,30,30,LO8BPF20160121232151_20160122000630.01,LT8BPF20160110081635_20160124145303.01,LC08CPF_20160101_20160331_01.01,LC08RLUT_20150303_20431231_01_12.h5,34°36'39.42"S,149°50'33.79"E,33°33'18.79"S,149°04'09.48"E,33°56'52.62"S,151°06'00.97"E,35°16'00.44"S,148°33'52.13"E,35°39'59.44"S,150°38'14.35"E,-34.61095,149.84272,-33.55522,149.0693,-33.94795,151.10027,-35.26679,148.56448,-35.66651,150.63732,LC08_L1TP_090084_20160121_20170405_01_T1,LC80900842016021LGN02,https://earthexplorer.usgs.gov/browse-link/12864/LC80900842016021LGN02
LC08_L1GT_090084_20160105_20170404_01_T2,LC80900842016005LGN02,2016/01/05,T2,1, 090, 084, 090, 084,NADIR,-.001,2017/04/04,2016:005:23:50:06.3436640,2016:005:23:50:38.1136610,LGN,DAY,99.98,99.98,-1,4,0,0,0,9,LPGS_2.7.0,58.08934817,76.96175165,FINAL,OLI_TIRS_L1GT,OLI_TIRS,15901,15801,7951,7901,7951,7901,UTM,55,WGS84,WGS84,15,30,30,LO8BPF20160105232238_20160106001029.01,LT8BPF20151225202015_20160110080819.04,LC08CPF_20160101_20160331_01.01,LC08RLUT_20150303_20431231_01_12.h5,34°36'38.02"S,149°51'12.74"E,33°33'17.32"S,149°04'49.22"E,33°56'51.29"S,151°06'39.64"E,35°15'59.29"S,148°34'31.48"E,35°39'58.43"S,150°38'52.62"E,-34.61056,149.85354,-33.55481,149.08034,-33.94758,151.11101,-35.26647,148.57541,-35.66623,150.64795,LC08_L1GT_090084_20160105_20170404_01_T2,LC80900842016005LGN02,https://earthexplorer.usgs.gov/browse-link/12864/LC80900842016005LGN02
LC08_L1GT_090084_20151220_20170331_01_T2,LC80900842015354LGN01,2015/12/20,T2,1, 090, 084, 090, 084,NADIR,-.001,2017/03/31,2015:354:23:50:10.5982850,2015:354:23:50:42.3682820,LGN,DAY,100,100,-1,4,0,0,0,9,LPGS_2.7.0,60.05156434,76.69520059,FINAL,OLI_TIRS_L1GT,OLI_TIRS,15901,15821,7951,7911,7951,7911,UTM,55,WGS84,WGS84,15,30,30,LO8BPF20151220232505_20151221001057.01,LT8BPF20151211180214_20151225175916.04,LC08CPF_20151001_20151231_01.01,LC08RLUT_20150303_20431231_01_12.h5,34°36'38.38"S,149°50'20.33"E,33°33'17.53"S,149°03'56.99"E,33°56'51.79"S,151°05'47.40"E,35°15'59.47"S,148°33'38.88"E,35°39'58.86"S,150°37'59.99"E,-34.61066,149.83898,-33.55487,149.06583,-33.94772,151.0965,-35.26652,148.5608,-35.66635,150.63333,LC08_L1GT_090084_20151220_20170331_01_T2,LC80900842015354LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80900842015354LGN01
LC08_L1TP_090084_20151204_20170401_01_T1,LC80900842015338LGN01,2015/12/04,T1,1, 090, 084, 090, 084,NADIR,-.001,2017/04/01,2015:338:23:50:10.2711080,2015:338:23:50:42.0411050,LGN,DAY,.12,.79,705,4,6.144,3.625,4.96,9,LPGS_2.7.0,60.94598546,72.94310702,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15901,15821,7951,7911,7951,7911,UTM,55,WGS84,WGS84,15,30,30,LO8BPF20151204232242_20151205001033.01,LT8BPF20151126105640_20151211174838.04,LC08CPF_20151001_20151231_01.01,LC08RLUT_20150303_20431231_01_12.h5,34°36'39.10"S,149°50'23.68"E,33°33'18.22"S,149°04'00.44"E,33°56'52.73"S,151°05'50.89"E,35°16'00.23"S,148°33'42.16"E,35°39'59.87"S,150°38'03.26"E,-34.61086,149.83991,-33.55506,149.06679,-33.94798,151.09747,-35.26673,148.56171,-35.66663,150.63424,LC08_L1TP_090084_20151204_20170401_01_T1,LC80900842015338LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80900842015338LGN01
LC08_L1TP_090084_20151118_20170402_01_T1,LC80900842015322LGN01,2015/11/18,T1,1, 090, 084, 090, 084,NADIR,-.001,2017/04/02,2015:322:23:50:10.2203540,2015:322:23:50:41.9903500,LGN,DAY,66.82,67.39,321,4,6.284,4.43,4.457,9,LPGS_2.7.0,60.24704706,66.60104721,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15901,15821,7951,7911,7951,7911,UTM,55,WGS84,WGS84,15,30,30,LO8BPF20151118232130_20151119000545.01,LT8BPF20151113130336_20151126083607.05,LC08CPF_20151001_20151231_01.01,LC08RLUT_20150303_20431231_01_12.h5,34°36'38.41"S,149°50'11.40"E,33°33'17.39"S,149°03'48.13"E,33°56'52.15"S,151°05'38.90"E,35°15'59.11"S,148°33'29.52"E,35°39'59.04"S,150°37'50.99"E,-34.61067,149.8365,-33.55483,149.06337,-33.94782,151.09414,-35.26642,148.5582,-35.6664,150.63083,LC08_L1TP_090084_20151118_20170402_01_T1,LC80900842015322LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80900842015322LGN01
LC08_L1TP_090084_20151102_20170402_01_T1,LC80900842015306LGN01,2015/11/02,T1,1, 090, 084, 090, 084,NADIR,0,2017/04/02,2015:306:23:50:08.9498100,2015:306:23:50:40.7198070,LGN,DAY,82.99,83.61,34,4,7.087,4.4,5.556,9,LPGS_2.7.0,57.69744431,59.49769626,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15901,15801,7951,7901,7951,7901,UTM,55,WGS84,WGS84,15,30,30,LO8BPF20151102231706_20151103000607.01,LT8BPF20151029161821_20151113130336.01,LC08CPF_20151001_20151231_01.01,LC08RLUT_20150303_20431231_01_12.h5,34°36'39.24"S,149°50'02.94"E,33°33'18.07"S,149°03'39.82"E,33°56'53.02"S,151°05'30.37"E,35°15'59.94"S,148°33'20.95"E,35°40'00.05"S,150°37'42.13"E,-34.6109,149.83415,-33.55502,149.06106,-33.94806,151.09177,-35.26665,148.55582,-35.66668,150.62837,LC08_L1TP_090084_20151102_20170402_01_T1,LC80900842015306LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80900842015306LGN01
LC08_L1TP_090084_20151017_20170403_01_T1,LC80900842015290LGN01,2015/10/17,T1,1, 090, 084, 090, 084,NADIR,-.001,2017/04/03,2015:290:23:50:03.6096230,2015:290:23:50:35.3796190,LGN,DAY,80.52,81.23,54,4,6.255,4.383,4.463,9,LPGS_2.7.0,53.48585548,53.25858694,ACTUAL,OLI_TIRS_L1TP,OLI_TIRS,15901,15821,7951,7911,7951,7911,UTM,55,WGS84,WGS84,15,30,30,LO8BPF20151017231749_20151018000139.01,LT8BPF20151017231355_20151018000327.01,LC08CPF_20151001_20151231_01.01,LC08RLUT_20150303_20431231_01_12.h5,34°36'38.02"S,149°50'44.38"E,33°33'16.85"S,149°04'21.11"E,33°56'52.22"S,151°06'12.42"E,35°15'58.28"S,148°34'01.96"E,35°39'58.86"S,150°38'24.00"E,-34.61056,149.84566,-33.55468,149.07253,-33.94784,151.10345,-35.26619,148.56721,-35.66635,150.64,LC08_L1TP_090084_20151017_20170403_01_T1,LC80900842015290LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80900842015290LGN01
LC08_L1TP_090084_20151001_20170403_01_T1,LC80900842015274LGN01,2015/10/01,T1,1, 090, 084, 090, 084,NADIR,-.001,2017/04/03,2015:274:23:50:03.0702750,2015:274:23:50:34.8402710,LGN,DAY,.93,.9,706,4,4.229,2.695,3.26,9,LPGS_2.7.0,48.15346818,48.40399357,ACTUAL,OLI_TIRS_L1TP,OLI_TIRS,15901,15821,7951,7911,7951,7911,UTM,55,WGS84,WGS84,15,30,30,LO8BPF20151001232035_20151002000031.01,LT8BPF20151001231641_20151002000220.01,LC08CPF_20151001_20151231_01.01,LC08RLUT_20150303_20431231_01_12.h5,34°36'38.63"S,149°49'56.96"E,33°33'17.42"S,149°03'33.88"E,33°56'52.98"S,151°05'24.97"E,35°15'58.86"S,148°33'14.36"E,35°39'59.65"S,150°37'36.16"E,-34.61073,149.83249,-33.55484,149.05941,-33.94805,151.09027,-35.26635,148.55399,-35.66657,150.62671,LC08_L1TP_090084_20151001_20170403_01_T1,LC80900842015274LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80900842015274LGN01
LC08_L1TP_090084_20150915_20170404_01_T1,LC80900842015258LGN01,2015/09/15,T1,1, 090, 084, 090, 084,NADIR,0,2017/04/04,2015:258:23:49:58.3475990,2015:258:23:50:30.1175950,LGN,DAY,8.62,11.33,549,4,3.629,2.444,2.683,9,LPGS_2.7.0,42.33184793,44.72723915,ACTUAL,OLI_TIRS_L1TP,OLI_TIRS,15901,15821,7951,7911,7951,7911,UTM,55,WGS84,WGS84,15,30,30,LO8BPF20150915232030_20150916000245.01,LT8BPF20150915231636_20150916000349.01,LC08CPF_20150701_20150930_01.01,LC08RLUT_20150303_20431231_01_12.h5,34°36'39.49"S,149°49'56.89"E,33°33'18.18"S,149°03'33.73"E,33°56'54.24"S,151°05'25.37"E,35°15'59.33"S,148°33'13.82"E,35°40'00.55"S,150°37'36.19"E,-34.61097,149.83247,-33.55505,149.05937,-33.9484,151.09038,-35.26648,148.55384,-35.66682,150.62672,LC08_L1TP_090084_20150915_20170404_01_T1,LC80900842015258LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80900842015258LGN01
LC08_L1TP_090084_20150830_20170405_01_T1,LC80900842015242LGN01,2015/08/30,T1,1, 090, 084, 090, 084,NADIR,-.001,2017/04/05,2015:242:23:49:50.4458970,2015:242:23:50:22.2158940,LGN,DAY,14.87,14.5,664,4,3.961,2.812,2.789,9,LPGS_2.7.0,36.62529054,41.79305288,ACTUAL,OLI_TIRS_L1TP,OLI_TIRS,15901,15821,7951,7911,7951,7911,UTM,55,WGS84,WGS84,15,30,30,LO8BPF20150830231648_20150831000037.01,LT8BPF20150830231254_20150831000141.01,LC08CPF_20150701_20150930_01.01,LC08RLUT_20150303_20431231_01_12.h5,34°36'38.66"S,149°50'29.98"E,33°33'17.17"S,149°04'07.39"E,33°56'53.45"S,151°05'58.60"E,35°15'58.50"S,148°33'47.20"E,35°39'59.94"S,150°38'09.13"E,-34.61074,149.84166,-33.55477,149.06872,-33.94818,151.09961,-35.26625,148.56311,-35.66665,150.63587,LC08_L1TP_090084_20150830_20170405_01_T1,LC80900842015242LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80900842015242LGN01
LC08_L1TP_090084_20150814_20170406_01_T1,LC80900842015226LGN01,2015/08/14,T1,1, 090, 084, 090, 084,NADIR,-.001,2017/04/06,2015:226:23:49:44.5662430,2015:226:23:50:16.3362400,LGN,DAY,44.79,46.5,269,4,4.529,2.968,3.421,9,LPGS_2.7.0,31.5568071,39.28119051,ACTUAL,OLI_TIRS_L1TP,OLI_TIRS,15901,15821,7951,7911,7951,7911,UTM,55,WGS84,WGS84,15,30,30,LO8BPF20150814231642_20150814235344.01,LT8BPF20150814231248_20150815000135.01,LC08CPF_20150701_20150930_01.01,LC08RLUT_20150303_20431231_01_12.h5,34°36'39.02"S,149°50'18.92"E,33°33'17.46"S,149°03'56.45"E,33°56'53.95"S,151°05'47.40"E,35°15'58.75"S,148°33'35.96"E,35°40'00.44"S,150°37'57.65"E,-34.61084,149.83859,-33.55485,149.06568,-33.94832,151.0965,-35.26632,148.55999,-35.66679,150.63268,LC08_L1TP_090084_20150814_20170406_01_T1,LC80900842015226LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80900842015226LGN01
LC08_L1TP_090084_20150729_20170406_01_T1,LC80900842015210LGN01,2015/07/29,T1,1, 090, 084, 090, 084,NADIR,0,2017/04/06,2015:210:23:49:38.9620900,2015:210:23:50:10.7320870,LGN,DAY,16.57,16.58,575,4,5.325,3.546,3.972,9,LPGS_2.7.0,27.56044324,37.04464105,ACTUAL,OLI_TIRS_L1TP,OLI_TIRS,15901,15801,7951,7901,7951,7901,UTM,55,WGS84,WGS84,15,30,30,LO8BPF20150729231636_20150729235338.01,LT8BPF20150729231242_20150730000214.01,LC08CPF_20150701_20150930_01.01,LC08RLUT_20150303_20431231_01_12.h5,34°36'38.45"S,149°49'51.28"E,33°33'16.70"S,149°03'29.63"E,33°56'53.23"S,151°05'19.54"E,35°15'58.18"S,148°33'08.75"E,35°39'59.83"S,150°37'29.32"E,-34.61068,149.83091,-33.55464,149.05823,-33.94812,151.08876,-35.26616,148.55243,-35.66662,150.62481,LC08_L1TP_090084_20150729_20170406_01_T1,LC80900842015210LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80900842015210LGN01
LC08_L1TP_090084_20150713_20170407_01_T1,LC80900842015194LGN01,2015/07/13,T1,1, 090, 084, 090, 084,NADIR,-.001,2017/04/07,2015:194:23:49:34.3563460,2015:194:23:50:06.1263420,LGN,DAY,42.91,41.67,550,4,5.236,3.407,3.976,9,LPGS_2.7.0,24.95690171,35.12272121,ACTUAL,OLI_TIRS_L1TP,OLI_TIRS,15901,15821,7951,7911,7951,7911,UTM,55,WGS84,WGS84,15,30,30,LO8BPF20150713231632_20150713235333.01,LT8BPF20150713231238_20150713235429.01,LC08CPF_20150701_20150930_01.01,LC08RLUT_20150303_20431231_01_12.h5,34°36'38.34"S,149°49'01.06"E,33°33'16.63"S,149°02'39.16"E,33°56'53.38"S,151°04'29.53"E,35°15'57.92"S,148°32'18.20"E,35°39'59.83"S,150°36'39.24"E,-34.61065,149.81696,-33.55462,149.04421,-33.94816,151.07487,-35.26609,148.53839,-35.66662,150.6109,LC08_L1TP_090084_20150713_20170407_01_T1,LC80900842015194LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80900842015194LGN01
LC08_L1TP_090084_20150627_20170407_01_T1,LC80900842015178LGN01,2015/06/27,T1,1, 090, 084, 090, 084,NADIR,0,2017/04/07,2015:178:23:49:23.4548020,2015:178:23:49:55.2247980,LGN,DAY,53.33,53.9,321,4,6.428,4.206,4.862,9,LPGS_2.7.0,23.91741811,33.71380779,ACTUAL,OLI_TIRS_L1TP,OLI_TIRS,15901,15801,7951,7901,7951,7901,UTM,55,WGS84,WGS84,15,30,30,LO8BPF20150627231621_20150627235323.01,LT8BPF20150627231227_20150627235418.01,LC08CPF_20150401_20150630_01.01,LC08RLUT_20150303_20431231_01_12.h5,34°36'38.05"S,149°49'53.90"E,33°33'16.27"S,149°03'31.57"E,33°56'53.30"S,151°05'22.85"E,35°15'57.35"S,148°33'10.58"E,35°39'59.54"S,150°37'32.56"E,-34.61057,149.83164,-33.55452,149.05877,-33.94814,151.08968,-35.26593,148.55294,-35.66654,150.62571,LC08_L1TP_090084_20150627_20170407_01_T1,LC80900842015178LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80900842015178LGN01
LC08_L1TP_090084_20150611_20170408_01_T1,LC80900842015162LGN01,2015/06/11,T1,1, 090, 084, 090, 084,NADIR,0,2017/04/08,2015:162:23:49:17.6871640,2015:162:23:49:49.4571600,LGN,DAY,28.08,27.29,459,4,6.616,4.373,4.965,9,LPGS_2.7.0,24.4525135,33.09510197,ACTUAL,OLI_TIRS_L1TP,OLI_TIRS,15901,15821,7951,7911,7951,7911,UTM,55,WGS84,WGS84,15,30,30,LO8BPF20150611231618_20150611235317.01,LT8BPF20150611231221_20150611235412.01,LC08CPF_20150401_20150630_01.01,LC08RLUT_20150303_20431231_01_12.h5,34°36'39.06"S,149°49'07.75"E,33°33'17.32"S,149°02'45.46"E,33°56'54.42"S,151°04'36.73"E,35°15'58.32"S,148°32'24.29"E,35°40'00.59"S,150°36'46.22"E,-34.61085,149.81882,-33.55481,149.04596,-33.94845,151.07687,-35.2662,148.54008,-35.66683,150.61284,LC08_L1TP_090084_20150611_20170408_01_T1,LC80900842015162LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80900842015162LGN01
LC08_L1TP_090084_20150526_20170408_01_T1,LC80900842015146LGN01,2015/05/26,T1,1, 090, 084, 090, 084,NADIR,-.001,2017/04/08,2015:146:23:49:06.2317310,2015:146:23:49:38.0017270,LGN,DAY,23.65,22.9,624,4,6.204,4.041,4.707,9,LPGS_2.7.0,26.39796154,33.57713781,ACTUAL,OLI_TIRS_L1TP,OLI_TIRS,15901,15801,7951,7901,7951,7901,UTM,55,WGS84,WGS84,15,30,30,LO8BPF20150526231431_20150526235305.01,LT8BPF20150526231037_20150526235359.01,LC08CPF_20150401_20150630_01.01,LC08RLUT_20150303_20431231_01_12.h5,34°36'39.31"S,149°49'41.74"E,33°33'17.50"S,149°03'19.30"E,33°56'54.71"S,151°05'11.00"E,35°15'58.43"S,148°32'58.16"E,35°40'00.84"S,150°37'20.53"E,-34.61092,149.82826,-33.55486,149.05536,-33.94853,151.08639,-35.26623,148.54949,-35.6669,150.62237,LC08_L1TP_090084_20150526_20170408_01_T1,LC80900842015146LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80900842015146LGN01
LC08_L1TP_090084_20150510_20170409_01_T1,LC80900842015130LGN01,2015/05/10,T1,1, 090, 084, 090, 084,NADIR,0,2017/04/09,2015:130:23:49:05.5298060,2015:130:23:49:37.2998020,LGN,DAY,64.65,62.24,414,4,5.323,3.664,3.861,9,LPGS_2.7.0,29.49579386,35.34400697,ACTUAL,OLI_TIRS_L1TP,OLI_TIRS,15901,15801,7951,7901,7951,7901,UTM,55,WGS84,WGS84,15,30,30,LO8BPF20150510231431_20150510235241.01,LT8BPF20150510231037_20150510235334.01,LC08CPF_20150401_20150630_01.01,LC08RLUT_20150303_20431231_01_12.h5,34°36'38.23"S,149°50'42.11"E,33°33'18.90"S,149°04'16.25"E,33°56'49.70"S,151°06'07.52"E,35°16'01.34"S,148°34'02.32"E,35°39'57.24"S,150°38'24.43"E,-34.61062,149.84503,-33.55525,149.07118,-33.94714,151.10209,-35.26704,148.56731,-35.6659,150.64012,LC08_L1TP_090084_20150510_20170409_01_T1,LC80900842015130LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80900842015130LGN01
LC08_L1TP_090084_20150424_20170409_01_T1,LC80900842015114LGN01,2015/04/24,T1,1, 090, 084, 090, 084,NADIR,-.001,2017/04/09,2015:114:23:49:21.4519970,2015:114:23:49:53.2219930,LGN,DAY,38.73,37.52,516,4,4.979,3.609,3.43,9,LPGS_2.7.0,33.36310769,38.55894451,ACTUAL,OLI_TIRS_L1TP,OLI_TIRS,15901,15801,7951,7901,7951,7901,UTM,55,WGS84,WGS84,15,30,30,LO8BPF20150424231957_20150424235321.01,LT8BPF20150424231603_20150424235413.01,LC08CPF_20150401_20150630_01.01,LC08RLUT_20150303_20431231_01_12.h5,34°36'39.10"S,149°49'32.12"E,33°33'19.55"S,149°03'06.62"E,33°56'50.35"S,151°04'57.11"E,35°16'02.35"S,148°32'52.51"E,35°39'58.28"S,150°37'13.80"E,-34.61086,149.82559,-33.55543,149.05184,-33.94732,151.08253,-35.26732,148.54792,-35.66619,150.6205,LC08_L1TP_090084_20150424_20170409_01_T1,LC80900842015114LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80900842015114LGN01
