Landsat Product Identifier,Landsat Scene Identifier,Acquisition Date,Spacecraft Identifier,Collection Category,Collection Number,Sensor Mode,WRS Path,WRS Row,Date L-1 Generated,Start Time,Stop Time,Station Identifier,Day/Night Indicator,Land Cloud Cover,Scene Cloud Cover,Ground Control Points Model,Ground Control Points Version,Geometric RMSE Model (meters),Geometric RMSE Model X,Geometric RMSE Model Y,Sensor Anomalies,Data Anomaly,Image Quality,Gain Change,Processing Software Version,Full Partial Scene,Sun Elevation L-1,Sun Azimuth L-1,Data Type Level-1,Sensor Identifier,Ephemeris Type,Reflective Lines,Reflective Samples,Thermal Lines,Thermal Samples,Map Projection Level-1,UTM Zone,Datum,Ellipsoid,Grid Cell Size Reflective,Grid Cell Size Thermal,Calibration Parameter File,Center Latitude,Center Longitude,UL Corner Lat,UL Corner Long,UR Corner Lat,UR Corner Long,LL Corner Lat,LL Corner Long,LR Corner Lat,LR Corner Long,Center Latitude dec,Center Longitude dec,UL Corner Lat dec,UL Corner Long dec,UR Corner Lat dec,UR Corner Long dec,LL Corner Lat dec,LL Corner Long dec,LR Corner Lat dec,LR Corner Long dec,Display ID,Ordering ID,Browse Link
LT05_L1TP_090084_19910217_20170127_01_T1,LT50900841991048ASA00,1991/02/17,LANDSAT_5,T1,1,SAM, 090, 084,2017/01/27,1991:048:23:10:57.5855600,1991:048:23:11:24.4185000,ASA,DAY,45,44,32,4,6.567,5.728,3.211,N,,9,N,LPGS_12.8.3,FULL,42.61457319,72.87098484,TM_L1TP,TM,DEFINITIVE,7251,8071,7251,8071,UTM,55,WGS84,WGS84,30,30,LT05CPF_19910101_19910331_01.03,34°36'14.83"S,149°46'11.21"E,33°40'00.55"S,149°00'31.93"E,33°57'11.63"S,150°58'38.46"E,35°14'38.11"S,148°32'39.55"E,35°32'08.45"S,150°32'56.72"E,-34.60412,149.76978,-33.66682,149.00887,-33.95323,150.97735,-35.24392,148.54432,-35.53568,150.54909,LT05_L1TP_090084_19910217_20170127_01_T1,LT50900841991048ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841991048ASA00
LT05_L1TP_090084_19910201_20170127_01_T1,LT50900841991032ASA00,1991/02/01,LANDSAT_5,T1,1,SAM, 090, 084,2017/01/27,1991:032:23:10:38.0867500,1991:032:23:11:04.9188800,ASA,DAY,8,8,110,4,4.807,3.659,3.118,N,,9,N,LPGS_12.8.3,FULL,45.53820982,78.75144592,TM_L1TP,TM,DEFINITIVE,7261,8071,7261,8071,UTM,55,WGS84,WGS84,30,30,LT05CPF_19910101_19910331_01.03,34°36'02.70"S,149°45'54.72"E,33°39'48.42"S,149°00'15.52"E,33°56'59.46"S,150°58'21.79"E,35°14'26.02"S,148°32'23.28"E,35°31'56.28"S,150°32'40.16"E,-34.60075,149.7652,-33.66345,149.00431,-33.94985,150.97272,-35.24056,148.5398,-35.5323,150.54449,LT05_L1TP_090084_19910201_20170127_01_T1,LT50900841991032ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841991032ASA00
LT05_L1GS_090084_19910116_20170127_01_T2,LT50900841991016ASA00,1991/01/16,LANDSAT_5,T2,1,SAM, 090, 084,2017/01/27,1991:016:23:10:22.6922500,1991:016:23:10:49.5230600,ASA,DAY,100,100,-1,-1,,,,N,,9,N,LPGS_12.8.3,FULL,48.21178484,83.0052656,TM_L1GS,TM,DEFINITIVE,7251,8061,7251,8061,UTM,55,WGS84,WGS84,30,30,LT05CPF_19910101_19910331_01.03,34°35'35.88"S,149°44'19.07"E,33°39'21.64"S,148°58'40.08"E,33°56'32.60"S,150°56'45.74"E,35°13'59.23"S,148°30'48.02"E,35°31'29.42"S,150°31'04.30"E,-34.5933,149.73863,-33.65601,148.9778,-33.94239,150.94604,-35.23312,148.51334,-35.52484,150.51786,LT05_L1GS_090084_19910116_20170127_01_T2,LT50900841991016ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841991016ASA00
LT05_L1TP_090084_19901215_20170127_01_T1,LT50900841990349ASA00,1990/12/15,LANDSAT_5,T1,1,SAM, 090, 084,2017/01/27,1990:349:23:09:29.4866300,1990:349:23:09:56.3140600,ASA,DAY,24,25,48,4,5.463,4.262,3.417,N,,9,N,LPGS_12.8.3,FULL,52.14682261,83.98735796,TM_L1TP,TM,DEFINITIVE,7261,8061,7261,8061,UTM,55,WGS84,WGS84,30,30,LT05CPF_19901001_19901231_01.03,34°35'40.96"S,149°45'43.85"E,33°39'26.71"S,149°00'04.82"E,33°56'37.68"S,150°58'10.60"E,35°14'04.31"S,148°32'12.73"E,35°31'34.50"S,150°32'29.11"E,-34.59471,149.76218,-33.65742,149.00134,-33.9438,150.96961,-35.23453,148.53687,-35.52625,150.54142,LT05_L1TP_090084_19901215_20170127_01_T1,LT50900841990349ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841990349ASA00
LT05_L1TP_090084_19901113_20170129_01_T1,LT50900841990317ASA00,1990/11/13,LANDSAT_5,T1,1,SAM, 090, 084,2017/01/29,1990:317:23:09:34.2016900,1990:317:23:10:01.0268800,ASA,DAY,52,52,114,4,4.759,3.348,3.382,N,,9,N,LPGS_12.8.3,FULL,51.74619145,74.60110853,TM_L1TP,TM,DEFINITIVE,7251,8051,7251,8051,UTM,55,WGS84,WGS84,30,30,LT05CPF_19901001_19901231_01.03,34°35'35.23"S,149°44'37.03"E,33°39'20.99"S,148°58'58.04"E,33°56'31.96"S,150°57'03.71"E,35°13'58.58"S,148°31'06.02"E,35°31'28.78"S,150°31'22.26"E,-34.59312,149.74362,-33.65583,148.98279,-33.94221,150.95103,-35.23294,148.51834,-35.52466,150.52285,LT05_L1TP_090084_19901113_20170129_01_T1,LT50900841990317ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841990317ASA00
LT05_L1TP_090084_19901028_20170129_01_T1,LT50900841990301ASA00,1990/10/28,LANDSAT_5,T1,1,SAM, 090, 084,2017/01/29,1990:301:23:09:32.7211300,1990:301:23:09:59.5454400,ASA,DAY,0,0,173,4,4.691,3.266,3.367,N,,9,N,LPGS_12.8.3,FULL,49.06453145,68.31097183,TM_L1TP,TM,DEFINITIVE,7251,8051,7251,8051,UTM,55,WGS84,WGS84,30,30,LT05CPF_19901001_19901231_01.03,34°36'12.82"S,149°47'27.38"E,33°39'58.54"S,149°01'48.14"E,33°57'09.58"S,150°59'54.60"E,35°14'36.10"S,148°33'55.76"E,35°32'06.43"S,150°34'12.90"E,-34.60356,149.79094,-33.66626,149.03004,-33.95266,150.9985,-35.24336,148.56549,-35.53512,150.57025,LT05_L1TP_090084_19901028_20170129_01_T1,LT50900841990301ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841990301ASA00
LT05_L1TP_090084_19901012_20170128_01_T1,LT50900841990285ASA00,1990/10/12,LANDSAT_5,T1,1,SAM, 090, 084,2017/01/28,1990:285:23:09:40.5899400,1990:285:23:10:07.4132500,ASA,DAY,14,15,67,4,4.813,3.447,3.359,N,,9,N,LPGS_12.8.3,FULL,44.89653208,62.52321293,TM_L1TP,TM,DEFINITIVE,7251,8051,7251,8051,UTM,55,WGS84,WGS84,30,30,LT05CPF_19901001_19901231_01.03,34°36'28.33"S,149°47'44.74"E,33°40'14.02"S,149°02'05.35"E,33°57'25.13"S,151°00'12.20"E,35°14'51.58"S,148°34'12.86"E,35°32'21.95"S,150°34'30.36"E,-34.60787,149.79576,-33.67056,149.03482,-33.95698,151.00339,-35.24766,148.57024,-35.53943,150.5751,LT05_L1TP_090084_19901012_20170128_01_T1,LT50900841990285ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841990285ASA00
LT05_L1TP_090084_19900926_20170129_01_T1,LT50900841990269ASA00,1990/09/26,LANDSAT_5,T1,1,SAM, 090, 084,2017/01/29,1990:269:23:09:47.6312500,1990:269:23:10:14.4530000,ASA,DAY,5,7,168,4,4.219,3.035,2.931,N,,9,N,LPGS_12.8.3,FULL,39.77215033,57.66750798,TM_L1TP,TM,DEFINITIVE,7251,8051,7251,8051,UTM,55,WGS84,WGS84,30,30,LT05CPF_19900701_19900930_01.03,34°36'19.98"S,149°48'03.13"E,33°40'05.70"S,149°02'23.82"E,33°57'16.78"S,151°00'30.46"E,35°14'43.26"S,148°34'31.40"E,35°32'13.60"S,150°34'48.68"E,-34.60555,149.80087,-33.66825,149.03995,-33.95466,151.00846,-35.24535,148.57539,-35.53711,150.58019,LT05_L1TP_090084_19900926_20170129_01_T1,LT50900841990269ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841990269ASA00
LT05_L1TP_090084_19900910_20170128_01_T1,LT50900841990253ASA00,1990/09/10,LANDSAT_5,T1,1,SAM, 090, 084,2017/01/28,1990:253:23:09:55.2509400,1990:253:23:10:22.0713800,ASA,DAY,3,3,181,4,4.049,2.775,2.949,N,,9,N,LPGS_12.8.3,FULL,34.29965037,53.66415785,TM_L1TP,TM,DEFINITIVE,7251,8061,7251,8061,UTM,55,WGS84,WGS84,30,30,LT05CPF_19900701_19900930_01.03,34°36'09.36"S,149°47'52.55"E,33°39'55.08"S,149°02'13.31"E,33°57'06.12"S,151°00'19.73"E,35°14'32.64"S,148°34'21.00"E,35°32'02.94"S,150°34'38.03"E,-34.6026,149.79793,-33.6653,149.03703,-33.9517,151.00548,-35.2424,148.5725,-35.53415,150.57723,LT05_L1TP_090084_19900910_20170128_01_T1,LT50900841990253ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841990253ASA00
LT05_L1TP_090084_19900825_20170130_01_T1,LT50900841990237ASA00,1990/08/25,LANDSAT_5,T1,1,SAM, 090, 084,2017/01/30,1990:237:23:09:58.4599400,1990:237:23:10:25.2790000,ASA,DAY,5,6,181,4,4.459,2.968,3.328,N,,7,N,LPGS_12.8.3,FULL,29.06645844,50.2845674,TM_L1TP,TM,DEFINITIVE,7251,8061,7251,8061,UTM,55,WGS84,WGS84,30,30,LT05CPF_19900701_19900930_01.03,34°36'16.02"S,149°48'24.80"E,33°40'01.74"S,149°02'45.53"E,33°57'12.82"S,151°00'52.09"E,35°14'39.30"S,148°34'53.15"E,35°32'09.64"S,150°35'10.36"E,-34.60445,149.80689,-33.66715,149.04598,-33.95356,151.01447,-35.24425,148.58143,-35.53601,150.58621,LT05_L1TP_090084_19900825_20170130_01_T1,LT50900841990237ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841990237ASA00
LT05_L1TP_090084_19900809_20170128_01_T1,LT50900841990221ASA00,1990/08/09,LANDSAT_5,T1,1,SAM, 090, 084,2017/01/28,1990:221:23:10:03.5796900,1990:221:23:10:30.3970000,ASA,DAY,50,49,110,4,4.417,3.045,3.199,N,,9,N,LPGS_12.8.3,FULL,24.59009795,47.33733854,TM_L1TP,TM,DEFINITIVE,7251,8061,7251,8061,UTM,55,WGS84,WGS84,30,30,LT05CPF_19900701_19900930_01.03,34°36'29.30"S,149°48'10.26"E,33°40'14.99"S,149°02'30.88"E,33°57'26.10"S,151°00'37.73"E,35°14'52.55"S,148°34'38.39"E,35°32'22.92"S,150°34'55.88"E,-34.60814,149.80285,-33.67083,149.04191,-33.95725,151.01048,-35.24793,148.57733,-35.5397,150.58219,LT05_L1TP_090084_19900809_20170128_01_T1,LT50900841990221ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841990221ASA00
LT05_L1TP_090084_19900724_20170129_01_T1,LT50900841990205ASA00,1990/07/24,LANDSAT_5,T1,1,SAM, 090, 084,2017/01/29,1990:205:23:10:08.2881300,1990:205:23:10:35.1038100,ASA,DAY,31,31,103,4,4.78,3.32,3.439,N,,9,N,LPGS_12.8.3,FULL,21.2766806,44.79995291,TM_L1TP,TM,DEFINITIVE,7251,8061,7251,8061,UTM,55,WGS84,WGS84,30,30,LT05CPF_19900701_19900930_01.03,34°36'13.64"S,149°47'51.43"E,33°39'59.36"S,149°02'12.16"E,33°57'10.44"S,151°00'18.68"E,35°14'36.92"S,148°34'19.81"E,35°32'07.26"S,150°34'36.95"E,-34.60379,149.79762,-33.66649,149.03671,-33.9529,151.00519,-35.24359,148.57217,-35.53535,150.57693,LT05_L1TP_090084_19900724_20170129_01_T1,LT50900841990205ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841990205ASA00
LT05_L1TP_090084_19900708_20170129_01_T2,LT50900841990189ASA00,1990/07/08,LANDSAT_5,T2,1,SAM, 090, 084,2017/01/29,1990:189:23:10:12.4455600,1990:189:23:10:39.2600000,ASA,DAY,78,77,40,4,51.134,27.341,43.211,N,,9,N,LPGS_12.8.3,FULL,19.38220372,42.78459879,TM_L1TP,TM,DEFINITIVE,7231,8061,7231,8061,UTM,55,WGS84,WGS84,30,30,LT05CPF_19900701_19900930_01.03,34°36'05.90"S,149°47'28.07"E,33°39'51.62"S,149°01'48.86"E,33°57'02.66"S,150°59'55.18"E,35°14'29.18"S,148°33'56.56"E,35°31'59.48"S,150°34'13.51"E,-34.60164,149.79113,-33.66434,149.03024,-33.95074,150.99866,-35.24144,148.56571,-35.53319,150.57042,LT05_L1TP_090084_19900708_20170129_01_T2,LT50900841990189ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841990189ASA00
LT05_L1TP_090084_19900606_20170130_01_T1,LT50900841990157ASA00,1990/06/06,LANDSAT_5,T1,1,SAM, 090, 084,2017/01/30,1990:157:23:10:15.2496900,1990:157:23:10:42.0617500,ASA,DAY,47,46,38,4,4.816,3.757,3.013,N,,9,N,LPGS_12.8.3,FULL,20.04308556,41.33262582,TM_L1TP,TM,DEFINITIVE,7251,8051,7251,8051,UTM,55,WGS84,WGS84,30,30,LT05CPF_19900401_19900630_01.03,34°36'22.32"S,149°47'36.13"E,33°40'08.00"S,149°01'56.82"E,33°57'19.12"S,151°00'03.49"E,35°14'45.56"S,148°34'04.37"E,35°32'15.94"S,150°34'21.72"E,-34.6062,149.79337,-33.66889,149.03245,-33.95531,151.00097,-35.24599,148.56788,-35.53776,150.5727,LT05_L1TP_090084_19900606_20170130_01_T1,LT50900841990157ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841990157ASA00
LT05_L1GS_090084_19900521_20170130_01_T2,LT50900841990141ASA00,1990/05/21,LANDSAT_5,T2,1,SAM, 090, 084,2017/01/30,1990:141:23:10:18.2658100,1990:141:23:10:45.0772500,ASA,DAY,100,100,-1,-1,,,,N,,9,N,LPGS_12.8.3,FULL,22.28829315,42.43534199,TM_L1GS,TM,DEFINITIVE,7251,8061,7251,8061,UTM,55,WGS84,WGS84,30,30,LT05CPF_19900401_19900630_01.03,34°36'22.61"S,149°47'08.45"E,33°40'08.29"S,149°01'29.14"E,33°57'19.40"S,150°59'35.81"E,35°14'45.85"S,148°33'36.68"E,35°32'16.22"S,150°33'54.04"E,-34.60628,149.78568,-33.66897,149.02476,-33.95539,150.99328,-35.24607,148.56019,-35.53784,150.56501,LT05_L1GS_090084_19900521_20170130_01_T2,LT50900841990141ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841990141ASA00
LT05_L1TP_090084_19900505_20170130_01_T1,LT50900841990125ASA00,1990/05/05,LANDSAT_5,T1,1,SAM, 090, 084,2017/01/30,1990:125:23:10:14.3013800,1990:125:23:10:41.1115000,ASA,DAY,56,57,79,4,4.839,3.528,3.312,N,,9,N,LPGS_12.8.3,FULL,25.39097698,45.00019905,TM_L1TP,TM,DEFINITIVE,7251,8071,7251,8071,UTM,55,WGS84,WGS84,30,30,LT05CPF_19900401_19900630_01.03,34°36'31.00"S,149°48'17.64"E,33°40'16.68"S,149°02'38.26"E,33°57'27.79"S,151°00'45.14"E,35°14'54.24"S,148°34'45.73"E,35°32'24.61"S,150°35'03.30"E,-34.60861,149.8049,-33.6713,149.04396,-33.95772,151.01254,-35.2484,148.57937,-35.54017,150.58425,LT05_L1TP_090084_19900505_20170130_01_T1,LT50900841990125ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841990125ASA00
LT05_L1GS_090084_19900419_20170130_01_T2,LT50900841990109ASA00,1990/04/19,LANDSAT_5,T2,1,SAM, 090, 084,2017/01/30,1990:109:23:10:18.3412500,1990:109:23:10:45.1495000,ASA,DAY,100,100,-1,-1,,,,N,,9,N,LPGS_12.8.3,FULL,28.99780905,49.03897464,TM_L1GS,TM,DEFINITIVE,7251,8061,7251,8061,UTM,55,WGS84,WGS84,30,30,LT05CPF_19900401_19900630_01.03,34°36'04.46"S,149°47'21.34"E,33°39'50.18"S,149°01'42.13"E,33°57'01.22"S,150°59'48.44"E,35°14'27.78"S,148°33'49.86"E,35°31'58.04"S,150°34'06.78"E,-34.60124,149.78926,-33.66394,149.02837,-33.95034,150.99679,-35.24105,148.56385,-35.53279,150.56855,LT05_L1GS_090084_19900419_20170130_01_T2,LT50900841990109ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841990109ASA00
LT05_L1GS_090084_19900403_20170131_01_T2,LT50900841990093ASA00,1990/04/03,LANDSAT_5,T2,1,SAM, 090, 084,2017/01/31,1990:093:23:10:04.7805000,1990:093:23:10:31.5860600,ASA,DAY,91,91,-1,-1,,,,N,,9,N,LPGS_12.8.3,FULL,32.743084,54.39451164,TM_L1GS,TM,DEFINITIVE,7261,8061,7261,8061,UTM,55,WGS84,WGS84,30,30,LT05CPF_19900401_19900630_01.03,34°36'40.54"S,149°50'21.12"E,33°40'26.22"S,149°04'41.66"E,33°57'37.37"S,151°02'48.77"E,35°15'03.74"S,148°36'49.07"E,35°32'34.15"S,150°37'06.85"E,-34.61126,149.8392,-33.67395,149.07824,-33.96038,151.04688,-35.25104,148.61363,-35.54282,150.61857,LT05_L1GS_090084_19900403_20170131_01_T2,LT50900841990093ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841990093ASA00
LT05_L1TP_090084_19900302_20170131_01_T1,LT50900841990061ASA00,1990/03/02,LANDSAT_5,T1,1,SAM, 090, 084,2017/01/31,1990:061:23:11:02.1368800,1990:061:23:11:28.9366900,ASA,DAY,15,17,157,4,4.607,3.161,3.352,N,,9,N,LPGS_12.8.3,FULL,40.0137944,67.32337416,TM_L1TP,TM,DEFINITIVE,7241,8041,7241,8041,UTM,55,WGS84,WGS84,30,30,LT05CPF_19900101_19900331_01.03,34°36'25.09"S,149°49'16.18"E,33°40'10.78"S,149°03'36.83"E,33°57'21.89"S,151°01'43.61"E,35°14'48.34"S,148°35'44.38"E,35°32'18.71"S,150°36'01.80"E,-34.60697,149.82116,-33.66966,149.06023,-33.95608,151.02878,-35.24676,148.59566,-35.53853,150.6005,LT05_L1TP_090084_19900302_20170131_01_T1,LT50900841990061ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841990061ASA00
LT05_L1TP_090084_19900214_20170131_01_T1,LT50900841990045ASA00,1990/02/14,LANDSAT_5,T1,1,SAM, 090, 084,2017/01/31,1990:045:23:11:34.3677500,1990:045:23:12:01.1660600,ASA,DAY,63,64,59,4,4.908,3.78,3.13,N,,9,N,LPGS_12.8.3,FULL,43.31383709,73.78267424,TM_L1TP,TM,DEFINITIVE,7241,8041,7241,8041,UTM,55,WGS84,WGS84,30,30,LT05CPF_19900101_19900331_01.03,34°36'37.08"S,149°49'42.85"E,33°40'22.76"S,149°04'03.43"E,33°57'33.91"S,151°02'10.46"E,35°15'00.29"S,148°36'10.84"E,35°32'30.70"S,150°36'28.55"E,-34.6103,149.82857,-33.67299,149.06762,-33.95942,151.03624,-35.25008,148.60301,-35.54186,150.60793,LT05_L1TP_090084_19900214_20170131_01_T1,LT50900841990045ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841990045ASA00
LT05_L1TP_090084_19891126_20170201_01_T1,LT50900841989330ASA00,1989/11/26,LANDSAT_5,T1,1,SAM, 090, 084,2017/02/01,1989:330:23:14:01.7490600,1989:330:23:14:28.5418100,ASA,DAY,57,58,64,4,5.093,3.552,3.65,N,,9,N,LPGS_12.8.3,FULL,53.66593959,78.39951034,TM_L1TP,TM,DEFINITIVE,7241,8061,7241,8061,UTM,55,WGS84,WGS84,30,30,LT05CPF_19891001_19891231_01.03,34°36'59.65"S,149°50'58.78"E,33°40'45.30"S,149°05'19.18"E,33°57'56.52"S,151°03'26.71"E,35°15'22.82"S,148°37'26.40"E,35°32'53.30"S,150°37'44.65"E,-34.61657,149.84966,-33.67925,149.08866,-33.9657,151.05742,-35.25634,148.624,-35.54814,150.62907,LT05_L1TP_090084_19891126_20170201_01_T1,LT50900841989330ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841989330ASA00
LT05_L1GS_090084_19891110_20170201_01_T2,LT50900841989314ASA00,1989/11/10,LANDSAT_5,T2,1,SAM, 090, 084,2017/02/01,1989:314:23:14:28.9678100,1989:314:23:14:55.7594400,ASA,DAY,88,88,-1,-1,,,,N,,9,N,LPGS_12.8.3,FULL,52.4460625,72.33560729,TM_L1GS,TM,DEFINITIVE,7181,8061,7181,8061,UTM,55,WGS84,WGS84,30,30,LT05CPF_19891001_19891231_01.03,34°36'49.93"S,149°51'05.29"E,33°40'35.58"S,149°05'25.76"E,33°57'46.76"S,151°03'33.08"E,35°15'13.14"S,148°37'33.10"E,35°32'43.58"S,150°37'51.10"E,-34.61387,149.85147,-33.67655,149.09049,-33.96299,151.05919,-35.25365,148.62586,-35.54544,150.63086,LT05_L1GS_090084_19891110_20170201_01_T2,LT50900841989314ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841989314ASA00
LT05_L1TP_090084_19891009_20170201_01_T1,LT50900841989282ASA00,1989/10/09,LANDSAT_5,T1,1,SAM, 090, 084,2017/02/01,1989:282:23:15:30.5443800,1989:282:23:15:57.3331300,ASA,DAY,65,64,46,4,4.706,3.65,2.97,N,,9,N,LPGS_12.8.3,FULL,45.12206007,60.20398463,TM_L1TP,TM,DEFINITIVE,7241,8041,7241,8041,UTM,55,WGS84,WGS84,30,30,LT05CPF_19891001_19891231_01.03,34°36'31.43"S,149°48'45.29"E,33°40'17.11"S,149°03'05.90"E,33°57'28.22"S,151°01'12.79"E,35°14'54.67"S,148°35'13.38"E,35°32'25.04"S,150°35'30.95"E,-34.60873,149.81258,-33.67142,149.05164,-33.95784,151.02022,-35.24852,148.58705,-35.54029,150.59193,LT05_L1TP_090084_19891009_20170201_01_T1,LT50900841989282ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841989282ASA00
LT05_L1TP_090084_19890923_20170201_01_T1,LT50900841989266ASA00,1989/09/23,LANDSAT_5,T1,1,SAM, 090, 084,2017/02/01,1989:266:23:15:48.6750600,1989:266:23:16:15.4617500,ASA,DAY,0,0,205,4,4.229,3.097,2.88,N,,9,N,LPGS_12.8.3,FULL,39.88383802,55.45883576,TM_L1TP,TM,DEFINITIVE,7251,8051,7251,8051,UTM,55,WGS84,WGS84,30,30,LT05CPF_19890701_19890930_01.03,34°36'57.56"S,149°50'10.10"E,33°40'43.21"S,149°04'30.54"E,33°57'54.43"S,151°02'38.00"E,35°15'20.74"S,148°36'37.76"E,35°32'51.22"S,150°36'55.98"E,-34.61599,149.83614,-33.67867,149.07515,-33.96512,151.04389,-35.25576,148.61049,-35.54756,150.61555,LT05_L1TP_090084_19890923_20170201_01_T1,LT50900841989266ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841989266ASA00
LT05_L1TP_090084_19890822_20170202_01_T1,LT50900841989234ASA00,1989/08/22,LANDSAT_5,T1,1,SAM, 090, 084,2017/02/02,1989:234:23:16:37.7173800,1989:234:23:17:04.5005000,ASA,DAY,63,63,87,4,4.133,2.672,3.153,N,,9,N,LPGS_12.8.3,FULL,29.26751961,48.28872409,TM_L1TP,TM,DEFINITIVE,7241,8071,7241,8071,UTM,55,WGS84,WGS84,30,30,LT05CPF_19890701_19890930_01.03,34°36'48.53"S,149°49'06.71"E,33°40'34.18"S,149°03'27.18"E,33°57'45.36"S,151°01'34.46"E,35°15'11.74"S,148°35'34.51"E,35°32'42.18"S,150°35'52.51"E,-34.61348,149.81853,-33.67616,149.05755,-33.9626,151.02624,-35.25326,148.59292,-35.54505,150.59792,LT05_L1TP_090084_19890822_20170202_01_T1,LT50900841989234ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841989234ASA00
LT05_L1TP_090084_19890806_20170202_01_T1,LT50900841989218ASA00,1989/08/06,LANDSAT_5,T1,1,SAM, 090, 084,2017/02/02,1989:218:23:16:59.1598800,1989:218:23:17:25.9406300,ASA,DAY,54,53,117,4,4.506,3.09,3.28,N,,9,N,LPGS_12.8.3,FULL,24.96370448,45.42429808,TM_L1TP,TM,DEFINITIVE,7241,8071,7241,8071,UTM,55,WGS84,WGS84,30,30,LT05CPF_19890701_19890930_01.03,34°36'29.70"S,149°48'58.39"E,33°40'15.38"S,149°03'19.01"E,33°57'26.50"S,151°01'25.86"E,35°14'52.94"S,148°35'26.52"E,35°32'23.32"S,150°35'44.05"E,-34.60825,149.81622,-33.67094,149.05528,-33.95736,151.02385,-35.24804,148.5907,-35.53981,150.59557,LT05_L1TP_090084_19890806_20170202_01_T1,LT50900841989218ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841989218ASA00
LT05_L1TP_090084_19890721_20170202_01_T1,LT50900841989202ASA00,1989/07/21,LANDSAT_5,T1,1,SAM, 090, 084,2017/02/02,1989:202:23:17:18.4970000,1989:202:23:17:45.2760000,ASA,DAY,82,80,59,4,5.909,4.888,3.32,N,,9,N,LPGS_12.8.3,FULL,21.87288447,42.95293863,TM_L1TP,TM,DEFINITIVE,7231,8051,7231,8051,UTM,55,WGS84,WGS84,30,30,LT05CPF_19890701_19890930_01.03,34°36'29.84"S,149°49'02.10"E,33°40'15.53"S,149°03'22.72"E,33°57'26.64"S,151°01'29.60"E,35°14'53.09"S,148°35'30.19"E,35°32'23.46"S,150°35'47.76"E,-34.60829,149.81725,-33.67098,149.05631,-33.9574,151.02489,-35.24808,148.59172,-35.53985,150.5966,LT05_L1TP_090084_19890721_20170202_01_T1,LT50900841989202ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841989202ASA00
LT05_L1TP_090084_19890705_20170202_01_T1,LT50900841989186ASA00,1989/07/05,LANDSAT_5,T1,1,SAM, 090, 084,2017/02/02,1989:186:23:17:37.7951900,1989:186:23:18:04.5724400,ASA,DAY,65,63,109,4,5.302,4.211,3.222,N,,9,N,LPGS_12.8.3,FULL,20.23683626,41.01967918,TM_L1TP,TM,DEFINITIVE,7241,8041,7241,8041,UTM,55,WGS84,WGS84,30,30,LT05CPF_19890701_19890930_01.03,34°36'29.38"S,149°48'56.56"E,33°40'15.06"S,149°03'17.17"E,33°57'26.17"S,151°01'24.02"E,35°14'52.62"S,148°35'24.68"E,35°32'22.99"S,150°35'42.18"E,-34.60816,149.81571,-33.67085,149.05477,-33.95727,151.02334,-35.24795,148.59019,-35.53972,150.59505,LT05_L1TP_090084_19890705_20170202_01_T1,LT50900841989186ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841989186ASA00
