Landsat Product Identifier,Landsat Scene Identifier,Acquisition Date,Spacecraft Identifier,Collection Category,Collection Number,Sensor Mode,WRS Path,WRS Row,Date L-1 Generated,Start Time,Stop Time,Station Identifier,Day/Night Indicator,Land Cloud Cover,Scene Cloud Cover,Ground Control Points Model,Ground Control Points Version,Geometric RMSE Model (meters),Geometric RMSE Model X,Geometric RMSE Model Y,Sensor Anomalies,Data Anomaly,Image Quality,Gain Change,Processing Software Version,Full Partial Scene,Sun Elevation L-1,Sun Azimuth L-1,Data Type Level-1,Sensor Identifier,Ephemeris Type,Reflective Lines,Reflective Samples,Thermal Lines,Thermal Samples,Map Projection Level-1,UTM Zone,Datum,Ellipsoid,Grid Cell Size Reflective,Grid Cell Size Thermal,Calibration Parameter File,Center Latitude,Center Longitude,UL Corner Lat,UL Corner Long,UR Corner Lat,UR Corner Long,LL Corner Lat,LL Corner Long,LR Corner Lat,LR Corner Long,Center Latitude dec,Center Longitude dec,UL Corner Lat dec,UL Corner Long dec,UR Corner Lat dec,UR Corner Long dec,LL Corner Lat dec,LL Corner Long dec,LR Corner Lat dec,LR Corner Long dec,Display ID,Ordering ID,Browse Link
LT05_L1TP_090084_20040831_20161130_01_T1,LT50900842004244ASA00,2004/08/31,LANDSAT_5,T1,1,, 090, 084,2016/11/30,2004:244:23:33:31.6280600,2004:244:23:33:58.2410000,ASA,DAY,26,25,132,4,4.476,3.253,3.075,N,,9,N,LPGS_12.8.2,FULL,34.82193163,46.21353078,TM_L1TP,TM,DEFINITIVE,7261,8131,7261,8131,UTM,55,WGS84,WGS84,30,30,LT05CPF_20040701_20040930_01.03,34°36'04.21"S,149°47'31.56"E,33°39'49.93"S,149°01'52.36"E,33°57'00.97"S,150°59'58.67"E,35°14'27.53"S,148°34'00.08"E,35°31'57.79"S,150°34'17.00"E,-34.60117,149.7921,-33.66387,149.03121,-33.95027,150.99963,-35.24098,148.56669,-35.53272,150.57139,LT05_L1TP_090084_20040831_20161130_01_T1,LT50900842004244ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900842004244ASA00
LT05_L1TP_090084_20040815_20161129_01_T1,LT50900842004228ASA00,2004/08/15,LANDSAT_5,T1,1,, 090, 084,2016/11/29,2004:228:23:33:05.6758100,2004:228:23:33:32.2887500,ASA,DAY,16,16,139,4,4.321,3.084,3.027,N,,9,N,LPGS_12.8.2,FULL,29.73855056,43.4826239,TM_L1TP,TM,DEFINITIVE,7261,8121,7261,8121,UTM,55,WGS84,WGS84,30,30,LT05CPF_20040701_20040930_01.03,34°36'11.59"S,149°47'56.72"E,33°39'57.31"S,149°02'17.48"E,33°57'08.35"S,151°00'23.94"E,35°14'34.87"S,148°34'25.14"E,35°32'05.21"S,150°34'42.24"E,-34.60322,149.79909,-33.66592,149.03819,-33.95232,151.00665,-35.24302,148.57365,-35.53478,150.5784,LT05_L1TP_090084_20040815_20161129_01_T1,LT50900842004228ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900842004228ASA00
LT05_L1TP_090084_20040730_20161130_01_T1,LT50900842004212ASA00,2004/07/30,LANDSAT_5,T1,1,, 090, 084,2016/11/30,2004:212:23:32:43.9653800,2004:212:23:33:10.5783100,ASA,DAY,8,8,194,4,4.483,3.206,3.134,N,,9,N,LPGS_12.8.2,FULL,25.68449327,41.08343884,TM_L1TP,TM,DEFINITIVE,7261,8121,7261,8121,UTM,55,WGS84,WGS84,30,30,LT05CPF_20040701_20040930_01.03,34°36'15.98"S,149°47'06.22"E,33°40'01.70"S,149°01'26.94"E,33°57'12.78"S,150°59'33.50"E,35°14'39.26"S,148°33'34.56"E,35°32'09.60"S,150°33'51.77"E,-34.60444,149.78506,-33.66714,149.02415,-33.95355,150.99264,-35.24424,148.5596,-35.536,150.56438,LT05_L1TP_090084_20040730_20161130_01_T1,LT50900842004212ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900842004212ASA00
LT05_L1TP_090084_20040714_20161130_01_T1,LT50900842004196ASA00,2004/07/14,LANDSAT_5,T1,1,, 090, 084,2016/11/30,2004:196:23:32:23.0100600,2004:196:23:32:49.6229400,ASA,DAY,5,5,180,4,4.748,3.639,3.05,N,,9,N,LPGS_12.8.2,FULL,22.99374469,39.05941618,TM_L1TP,TM,DEFINITIVE,7261,8131,7261,8131,UTM,55,WGS84,WGS84,30,30,LT05CPF_20040701_20040930_01.03,34°35'44.05"S,149°46'04.19"E,33°39'29.81"S,149°00'25.13"E,33°56'40.78"S,150°58'30.97"E,35°14'07.40"S,148°32'33.04"E,35°31'37.63"S,150°32'49.45"E,-34.59557,149.76783,-33.65828,149.00698,-33.94466,150.97527,-35.23539,148.54251,-35.52712,150.54707,LT05_L1TP_090084_20040714_20161130_01_T1,LT50900842004196ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900842004196ASA00
LT05_L1TP_090084_20040628_20161130_01_T1,LT50900842004180ASA00,2004/06/28,LANDSAT_5,T1,1,, 090, 084,2016/11/30,2004:180:23:31:56.4624400,2004:180:23:32:23.0753100,ASA,DAY,0,0,183,4,4.669,3.419,3.18,N,,9,N,LPGS_12.8.2,FULL,21.82067849,37.60191397,TM_L1TP,TM,DEFINITIVE,7261,8151,7261,8151,UTM,55,WGS84,WGS84,30,30,LT05CPF_20040514_20040630_01.03,34°36'09.97"S,149°46'07.82"E,33°39'55.69"S,149°00'28.58"E,33°57'06.73"S,150°58'35.00"E,35°14'33.25"S,148°32'36.24"E,35°32'03.55"S,150°32'53.30"E,-34.60277,149.76884,-33.66547,149.00794,-33.95187,150.97639,-35.24257,148.5434,-35.53432,150.54814,LT05_L1TP_090084_20040628_20161130_01_T1,LT50900842004180ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900842004180ASA00
LT05_L1TP_090084_20040527_20161201_01_T1,LT50900842004148ASA01,2004/05/27,LANDSAT_5,T1,1,, 090, 084,2016/12/01,2004:148:23:30:58.9321300,2004:148:23:31:25.5450000,ASA,DAY,35,34,181,4,4.489,3.232,3.115,BUMPER_MODE,,9,N,LPGS_12.8.2,FULL,23.94829824,37.50914964,TM_L1TP,TM,DEFINITIVE,7261,8171,7261,8171,UTM,55,WGS84,WGS84,30,30,LT05CPF_20040514_20040630_01.03,34°36'24.84"S,149°47'16.55"E,33°40'10.52"S,149°01'37.20"E,33°57'21.64"S,150°59'43.94"E,35°14'48.08"S,148°33'44.75"E,35°32'18.46"S,150°34'02.14"E,-34.6069,149.78793,-33.66959,149.027,-33.95601,150.99554,-35.24669,148.56243,-35.53846,150.56726,LT05_L1TP_090084_20040527_20161201_01_T1,LT50900842004148ASA01,https://earthexplorer.usgs.gov/browse-link/12266/LT50900842004148ASA01
LT05_L1TP_090084_20040511_20161201_01_T1,LT50900842004132ASA01,2004/05/11,LANDSAT_5,T1,1,, 090, 084,2016/12/01,2004:132:23:30:31.6845000,2004:132:23:30:58.2974400,ASA,DAY,56,56,63,4,4.185,2.886,3.031,BUMPER_MODE,,9,N,LPGS_12.8.2,FULL,26.79003752,39.4095504,TM_L1TP,TM,DEFINITIVE,7261,8141,7261,8141,UTM,55,WGS84,WGS84,30,30,LT05CPF_20040401_20040513_01.03,34°36'13.03"S,149°47'21.91"E,33°39'58.75"S,149°01'42.64"E,33°57'09.79"S,150°59'49.13"E,35°14'36.31"S,148°33'50.29"E,35°32'06.65"S,150°34'07.43"E,-34.60362,149.78942,-33.66632,149.02851,-33.95272,150.99698,-35.24342,148.56397,-35.53518,150.56873,LT05_L1TP_090084_20040511_20161201_01_T1,LT50900842004132ASA01,https://earthexplorer.usgs.gov/browse-link/12266/LT50900842004132ASA01
LT05_L1TP_090084_20040425_20161201_01_T1,LT50900842004116XXX01,2004/04/25,LANDSAT_5,T1,1,, 090, 084,2016/12/01,2004:116:23:30:03.4143100,2004:116:23:30:30.0272500,XXX,DAY,11,11,150,4,4.317,2.913,3.186,N,,9,N,LPGS_12.8.2,FULL,30.34089042,42.80594537,TM_L1TP,TM,DEFINITIVE,7261,8121,7261,8121,UTM,55,WGS84,WGS84,30,30,LT05CPF_20040401_20040513_01.03,34°36'04.43"S,149°47'29.58"E,33°39'50.15"S,149°01'50.38"E,33°57'01.19"S,150°59'56.69"E,35°14'27.74"S,148°33'58.10"E,35°31'58.01"S,150°34'15.02"E,-34.60123,149.79155,-33.66393,149.03066,-33.95033,150.99908,-35.24104,148.56614,-35.53278,150.57084,LT05_L1TP_090084_20040425_20161201_01_T1,LT50900842004116XXX01,https://earthexplorer.usgs.gov/browse-link/12266/LT50900842004116XXX01
LT05_L1TP_090084_20040409_20161203_01_T1,LT50900842004100ASA01,2004/04/09,LANDSAT_5,T1,1,, 090, 084,2016/12/03,2004:100:23:29:35.9145600,2004:100:23:30:02.5274400,ASA,DAY,28,29,94,4,4.216,2.888,3.072,BUMPER_MODE,,9,N,LPGS_12.8.2,FULL,34.22731838,47.65294414,TM_L1TP,TM,DEFINITIVE,7261,8111,7261,8111,UTM,55,WGS84,WGS84,30,30,LT05CPF_20040401_20040513_01.03,34°36'18.65"S,149°47'06.54"E,33°40'04.37"S,149°01'27.23"E,33°57'15.44"S,150°59'33.86"E,35°14'41.93"S,148°33'34.81"E,35°32'12.26"S,150°33'52.09"E,-34.60518,149.78515,-33.66788,149.02423,-33.95429,150.99274,-35.24498,148.55967,-35.53674,150.56447,LT05_L1TP_090084_20040409_20161203_01_T1,LT50900842004100ASA01,https://earthexplorer.usgs.gov/browse-link/12266/LT50900842004100ASA01
LT05_L1TP_090084_20040308_20161202_01_T1,LT50900842004068ASA01,2004/03/08,LANDSAT_5,T1,1,, 090, 084,2016/12/02,2004:068:23:29:07.6445000,2004:068:23:29:34.2573800,ASA,DAY,39,39,142,4,4.326,2.924,3.188,BUMPER_MODE,,9,N,LPGS_12.8.2,FULL,41.91362311,60.48919823,TM_L1TP,TM,DEFINITIVE,7261,8141,7261,8141,UTM,55,WGS84,WGS84,30,30,LT05CPF_20040101_20040331_01.03,34°36'11.20"S,149°48'18.61"E,33°39'56.92"S,149°02'39.37"E,33°57'07.96"S,151°00'45.83"E,35°14'34.48"S,148°34'47.03"E,35°32'04.78"S,150°35'04.09"E,-34.60311,149.80517,-33.66581,149.04427,-33.95221,151.01273,-35.24291,148.57973,-35.53466,150.58447,LT05_L1TP_090084_20040308_20161202_01_T1,LT50900842004068ASA01,https://earthexplorer.usgs.gov/browse-link/12266/LT50900842004068ASA01
LT05_L1GS_090084_20040221_20161202_01_T2,LT50900842004052ASA01,2004/02/21,LANDSAT_5,T2,1,, 090, 084,2016/12/02,2004:052:23:29:02.7540000,2004:052:23:29:29.3668800,ASA,DAY,94,94,-1,-1,,,,BUMPER_MODE,,9,N,LPGS_12.8.2,FULL,45.37782638,67.45323026,TM_L1GS,TM,DEFINITIVE,7261,8151,7261,8151,UTM,55,WGS84,WGS84,30,30,LT05CPF_20040101_20040331_01.03,34°36'14.36"S,149°48'35.42"E,33°40'00.08"S,149°02'56.15"E,33°57'11.16"S,151°01'02.68"E,35°14'37.64"S,148°35'03.77"E,35°32'07.98"S,150°35'20.94"E,-34.60399,149.80984,-33.66669,149.04893,-33.9531,151.01741,-35.24379,148.58438,-35.53555,150.58915,LT05_L1GS_090084_20040221_20161202_01_T2,LT50900842004052ASA01,https://earthexplorer.usgs.gov/browse-link/12266/LT50900842004052ASA01
LT05_L1TP_090084_20040205_20161203_01_T1,LT50900842004036ASA01,2004/02/05,LANDSAT_5,T1,1,, 090, 084,2016/12/03,2004:036:23:28:56.8560600,2004:036:23:29:23.4689400,ASA,DAY,25,24,175,4,4.404,3.163,3.065,BUMPER_MODE,,9,N,LPGS_12.8.2,FULL,48.52885206,73.82907065,TM_L1TP,TM,DEFINITIVE,7261,8151,7261,8151,UTM,55,WGS84,WGS84,30,30,LT05CPF_20040101_20040331_01.03,34°36'20.38"S,149°48'46.22"E,33°40'06.10"S,149°03'06.91"E,33°57'17.17"S,151°01'13.58"E,35°14'43.66"S,148°35'14.50"E,35°32'13.99"S,150°35'31.81"E,-34.60566,149.81284,-33.66836,149.05192,-33.95477,151.02044,-35.24546,148.58736,-35.53722,150.59217,LT05_L1TP_090084_20040205_20161203_01_T1,LT50900842004036ASA01,https://earthexplorer.usgs.gov/browse-link/12266/LT50900842004036ASA01
LT05_L1TP_090084_20040120_20161202_01_T1,LT50900842004020ASA01,2004/01/20,LANDSAT_5,T1,1,, 090, 084,2016/12/02,2004:020:23:28:52.8979400,2004:020:23:29:19.5108100,ASA,DAY,41,40,127,4,4.664,3.488,3.096,BUMPER_MODE,,9,N,LPGS_12.8.2,FULL,51.38294747,78.74856911,TM_L1TP,TM,DEFINITIVE,7251,8151,7251,8151,UTM,55,WGS84,WGS84,30,30,LT05CPF_20040101_20040331_01.03,34°36'37.40"S,149°48'08.21"E,33°40'23.09"S,149°02'28.79"E,33°57'34.24"S,151°00'35.82"E,35°15'00.61"S,148°34'36.19"E,35°32'31.02"S,150°34'53.90"E,-34.61039,149.80228,-33.67308,149.04133,-33.95951,151.00995,-35.25017,148.57672,-35.54195,150.58164,LT05_L1TP_090084_20040120_20161202_01_T1,LT50900842004020ASA01,https://earthexplorer.usgs.gov/browse-link/12266/LT50900842004020ASA01
LT05_L1TP_090084_20040104_20161203_01_T1,LT50900842004004ASA01,2004/01/04,LANDSAT_5,T1,1,, 090, 084,2016/12/03,2004:004:23:28:50.0607500,2004:004:23:29:16.6736300,ASA,DAY,32,34,37,4,5.27,3.643,3.808,BUMPER_MODE,,9,N,LPGS_12.8.2,FULL,53.87522714,81.37828844,TM_L1TP,TM,DEFINITIVE,7261,8121,7261,8121,UTM,55,WGS84,WGS84,30,30,LT05CPF_20040101_20040331_01.03,34°36'25.09"S,149°47'03.59"E,33°40'10.78"S,149°01'24.24"E,33°57'21.89"S,150°59'31.02"E,35°14'48.34"S,148°33'31.79"E,35°32'18.71"S,150°33'49.21"E,-34.60697,149.78433,-33.66966,149.0234,-33.95608,150.99195,-35.24676,148.55883,-35.53853,150.56367,LT05_L1TP_090084_20040104_20161203_01_T1,LT50900842004004ASA01,https://earthexplorer.usgs.gov/browse-link/12266/LT50900842004004ASA01
LT05_L1GS_090084_20031219_20161204_01_T2,LT50900842003353ASA01,2003/12/19,LANDSAT_5,T2,1,, 090, 084,2016/12/04,2003:353:23:28:43.2075600,2003:353:23:29:09.8204400,ASA,DAY,97,96,-1,-1,,,,BUMPER_MODE,,9,N,LPGS_12.8.2,FULL,55.76089861,81.04294369,TM_L1GS,TM,DEFINITIVE,7261,8121,7261,8121,UTM,55,WGS84,WGS84,30,30,LT05CPF_20031108_20031231_01.03,34°36'22.97"S,149°46'43.90"E,33°40'08.65"S,149°01'04.58"E,33°57'19.76"S,150°59'11.29"E,35°14'46.21"S,148°33'12.10"E,35°32'16.58"S,150°33'29.48"E,-34.60638,149.77886,-33.66907,149.01794,-33.95549,150.98647,-35.24617,148.55336,-35.53794,150.55819,LT05_L1GS_090084_20031219_20161204_01_T2,LT50900842003353ASA01,https://earthexplorer.usgs.gov/browse-link/12266/LT50900842003353ASA01
LT05_L1TP_090084_20031203_20161204_01_T1,LT50900842003337ASA01,2003/12/03,LANDSAT_5,T1,1,, 090, 084,2016/12/04,2003:337:23:28:35.3456300,2003:337:23:29:01.9585000,ASA,DAY,13,13,158,4,4.418,3.17,3.077,BUMPER_MODE,,9,N,LPGS_12.8.2,FULL,56.59502178,77.62604157,TM_L1TP,TM,DEFINITIVE,7261,8121,7261,8121,UTM,55,WGS84,WGS84,30,30,LT05CPF_20031108_20031231_01.03,34°36'05.58"S,149°46'30.04"E,33°39'51.30"S,149°00'50.83"E,33°57'02.34"S,150°58'57.14"E,35°14'28.90"S,148°32'58.52"E,35°31'59.16"S,150°33'15.48"E,-34.60155,149.77501,-33.66425,149.01412,-33.95065,150.98254,-35.24136,148.54959,-35.5331,150.5543,LT05_L1TP_090084_20031203_20161204_01_T1,LT50900842003337ASA01,https://earthexplorer.usgs.gov/browse-link/12266/LT50900842003337ASA01
LT05_L1TP_090084_20031117_20161204_01_T1,LT50900842003321ASA03,2003/11/17,LANDSAT_5,T1,1,, 090, 084,2016/12/04,2003:321:23:28:25.2667500,2003:321:23:28:51.8796300,ASA,DAY,69,69,85,4,5.086,3.953,3.2,BUMPER_MODE,,9,N,LPGS_12.8.2,FULL,55.89755311,71.86849759,TM_L1TP,TM,DEFINITIVE,7261,8131,7261,8131,UTM,55,WGS84,WGS84,30,30,LT05CPF_20031108_20031231_01.03,34°36'10.44"S,149°46'33.56"E,33°39'56.16"S,149°00'54.32"E,33°57'07.20"S,150°59'00.74"E,35°14'33.72"S,148°33'01.98"E,35°32'04.02"S,150°33'19.04"E,-34.6029,149.77599,-33.6656,149.01509,-33.952,150.98354,-35.2427,148.55055,-35.53445,150.55529,LT05_L1TP_090084_20031117_20161204_01_T1,LT50900842003321ASA03,https://earthexplorer.usgs.gov/browse-link/12266/LT50900842003321ASA03
