Landsat Product Identifier,Landsat Scene Identifier,Acquisition Date,Collection Category,Date L-1 Generated,WRS Path,WRS Row,Center Latitude dec,Center Longitude dec,UL Corner Lat dec,UL Corner Long dec,UR Corner Lat dec,UR Corner Long dec,LL Corner Lat dec,LL Corner Long dec,LR Corner Lat dec,LR Corner Long dec
LM05_L1TP_090084_19870614_20180329_01_T2,LM50900841987165ASA01,1987/06/14,T2,2018/03/29, 090, 084,-34.58333,149.76666,-33.69487,148.99208,-33.98092,150.96304,-35.1749,148.55371,-35.46611,150.55905
LM05_L1TP_090084_19870630_20180329_01_T2,LM50900841987181ASA01,1987/06/30,T2,2018/03/29, 090, 084,-34.58333,149.8,-33.69487,149.02542,-33.98092,150.99638,-35.1749,148.58705,-35.46611,150.59239
LM05_L1TP_090084_19870716_20180329_01_T2,LM50900841987197ASA01,1987/07/16,T2,2018/03/29, 090, 084,-34.58333,149.83333,-33.69487,149.05875,-33.98092,151.02971,-35.1749,148.62038,-35.46611,150.62572
LT05_L1TP_090084_19870716_20170212_01_T1,LT50900841987197ASA00,1987/07/16,T1,2017/02/12, 090, 084,-34.61519,149.84049,-33.67787,149.0795,-33.96432,151.04823,-35.25496,148.61485,-35.54676,150.61989
LM05_L1GS_090084_19870801_20180329_01_T2,LM50900841987213ASA01,1987/08/01,T2,2018/03/29, 090, 084,-34.58333,149.83333,-33.69487,149.05875,-33.98092,151.02971,-35.1749,148.62038,-35.46611,150.62572
LT05_L1GS_090084_19870817_20170211_01_T2,LT50900841987229ASA00,1987/08/17,T2,2017/02/11, 090, 084,-34.60797,149.82256,-33.67066,149.06162,-33.95708,151.03019,-35.24776,148.59704,-35.53953,150.6019
LT05_L1TP_090084_19870902_20170211_01_T1,LT50900841987245ASA00,1987/09/02,T1,2017/02/11, 090, 084,-34.6057,149.81371,-33.6684,149.05279,-33.95481,151.02131,-35.2455,148.58823,-35.53726,150.59304
LT05_L1TP_090084_19870918_20170211_01_T1,LT50900841987261ASA00,1987/09/18,T1,2017/02/11, 090, 084,-34.61036,149.8087,-33.67305,149.04775,-33.95948,151.01637,-35.25014,148.58314,-35.54192,150.58806
LT05_L1TP_090084_19871004_20170211_01_T1,LT50900841987277ASA00,1987/10/04,T1,2017/02/11, 090, 084,-34.60617,149.81409,-33.66886,149.05317,-33.95528,151.02169,-35.24596,148.5886,-35.53773,150.59342
LT05_L1TP_090084_19871020_20170210_01_T1,LT50900841987293ASA00,1987/10/20,T1,2017/02/10, 090, 084,-34.61352,149.8282,-33.6762,149.06722,-33.96264,151.03591,-35.2533,148.60259,-35.54509,150.60759
LT05_L1TP_090084_19871105_20170210_01_T1,LT50900841987309ASA00,1987/11/05,T1,2017/02/10, 090, 084,-34.6112,149.82755,-33.67389,149.06659,-33.96032,151.03523,-35.25098,148.60198,-35.54276,150.60692
LT05_L1TP_090084_19871121_20170210_01_T1,LT50900841987325ASA00,1987/11/21,T1,2017/02/10, 090, 084,-34.61317,149.82131,-33.67586,149.06034,-33.96229,151.02902,-35.25295,148.59571,-35.54474,150.60069
LT05_L1TP_090084_19871207_20170210_01_T1,LT50900841987341ASA00,1987/12/07,T1,2017/02/10, 090, 084,-34.61078,149.83643,-33.67347,149.07547,-33.9599,151.0441,-35.25056,148.61086,-35.54234,150.6158
LT05_L1TP_090084_19871223_20170210_01_T1,LT50900841987357ASA00,1987/12/23,T1,2017/02/10, 090, 084,-34.60926,149.84038,-33.67195,149.07943,-33.95838,151.04803,-35.24905,148.61484,-35.54082,150.61973
LT05_L1TP_090084_19880108_20170210_01_T1,LT50900841988008ASA00,1988/01/08,T1,2017/02/10, 090, 084,-34.61586,149.8339,-33.67854,149.07291,-33.96499,151.04165,-35.25563,148.60825,-35.54743,150.61331
LT05_L1TP_090084_19880124_20170209_01_T1,LT50900841988024ASA00,1988/01/24,T1,2017/02/09, 090, 084,-34.6075,149.8201,-33.67019,149.05917,-33.95661,151.02772,-35.24729,148.59459,-35.53906,150.59944
LT05_L1TP_090084_19880209_20170209_01_T1,LT50900841988040ASA00,1988/02/09,T1,2017/02/09, 090, 084,-34.60842,149.79987,-33.67111,149.03893,-33.95753,151.00751,-35.24821,148.57434,-35.53998,150.57922
LT05_L1TP_090084_19880225_20170209_01_T1,LT50900841988056ASA00,1988/02/25,T1,2017/02/09, 090, 084,-34.60312,149.79853,-33.66582,149.03763,-33.95222,151.00609,-35.24292,148.57309,-35.53468,150.57783
LT05_L1TP_090084_19880312_20170209_01_T1,LT50900841988072ASA00,1988/03/12,T1,2017/02/09, 090, 084,-34.60639,149.80254,-33.66908,149.04162,-33.9555,151.01015,-35.24618,148.57704,-35.53795,150.58187
LT05_L1TP_090084_19880328_20170209_01_T1,LT50900841988088ASA00,1988/03/28,T1,2017/02/09, 090, 084,-34.61091,149.80569,-33.6736,149.04473,-33.96003,151.01336,-35.25069,148.58012,-35.54247,150.58506
LT05_L1TP_090084_19880413_20170209_01_T1,LT50900841988104ASA00,1988/04/13,T1,2017/02/09, 090, 084,-34.61403,149.82098,-33.67671,149.06,-33.96315,151.0287,-35.25381,148.59536,-35.5456,150.60037
LT05_L1TP_090084_19880515_20170208_01_T1,LT50900841988136ASA00,1988/05/15,T1,2017/02/08, 090, 084,-34.6041,149.79721,-33.6668,149.0363,-33.95321,151.00478,-35.2439,148.57175,-35.53566,150.57652
LT05_L1TP_090084_19880531_20170208_01_T1,LT50900841988152ASA00,1988/05/31,T1,2017/02/08, 090, 084,-34.60757,149.78944,-33.67026,149.02851,-33.95668,150.99706,-35.24736,148.56393,-35.53913,150.56878
LT05_L1TP_090084_19880616_20170208_01_T1,LT50900841988168ASA00,1988/06/16,T1,2017/02/08, 090, 084,-34.60725,149.78649,-33.66994,149.02556,-33.95636,150.99411,-35.24704,148.56098,-35.53881,150.56583
LT05_L1TP_090084_19880702_20170208_01_T1,LT50900841988184ASA00,1988/07/02,T1,2017/02/08, 090, 084,-34.60325,149.78676,-33.66595,149.02586,-33.95235,150.99432,-35.24305,148.56132,-35.53481,150.56607
LT05_L1TP_090084_19880718_20170208_01_T1,LT50900841988200ASA00,1988/07/18,T1,2017/02/08, 090, 084,-34.6072,149.79084,-33.66989,149.02991,-33.95631,150.99846,-35.24699,148.56533,-35.53876,150.57018
LT05_L1TP_090084_19880803_20170207_01_T1,LT50900841988216ASA00,1988/08/03,T1,2017/02/07, 090, 084,-34.60355,149.7989,-33.66625,149.038,-33.95265,151.00646,-35.24335,148.57345,-35.53511,150.57821
LT05_L1TP_090084_19880904_20170206_01_T1,LT50900841988248ASA00,1988/09/04,T1,2017/02/06, 090, 084,-34.6016,149.79532,-33.6643,149.03443,-33.9507,151.00285,-35.2414,148.5699,-35.53315,150.57461
LT05_L1TP_090084_19880920_20170206_01_T1,LT50900841988264ASA00,1988/09/20,T1,2017/02/06, 090, 084,-34.61215,149.81183,-33.67484,149.05086,-33.96127,151.01952,-35.25193,148.58624,-35.54372,150.59121
LT05_L1TP_090084_19881006_20170205_01_T1,LT50900841988280ASA00,1988/10/06,T1,2017/02/05, 090, 084,-34.61532,149.82711,-33.678,149.06612,-33.96445,151.03485,-35.25509,148.60147,-35.54689,150.60651
LT05_L1TP_090084_19881022_20170205_01_T1,LT50900841988296ASA00,1988/10/22,T1,2017/02/05, 090, 084,-34.61577,149.83984,-33.67845,149.07885,-33.9649,151.04759,-35.25554,148.61419,-35.54734,150.61925
LT05_L1TP_090084_19881107_20170205_01_T1,LT50900841988312ASA00,1988/11/07,T1,2017/02/05, 090, 084,-34.60672,149.81306,-33.66941,149.05213,-33.95583,151.02067,-35.24651,148.58756,-35.53828,150.59239
LT05_L1TP_090084_19881123_20170206_01_T1,LT50900841988328ASA00,1988/11/23,T1,2017/02/06, 090, 084,-34.60323,149.79438,-33.66593,149.03348,-33.95233,151.00194,-35.24303,148.56894,-35.53479,150.57369
LT05_L1TP_090084_19881209_20170205_01_T1,LT50900841988344ASA00,1988/12/09,T1,2017/02/05, 090, 084,-34.6109,149.81389,-33.67359,149.05293,-33.96002,151.02156,-35.25068,148.58832,-35.54246,150.59326
LT05_L1GS_090084_19881225_20170205_01_T2,LT50900841988360ASA00,1988/12/25,T2,2017/02/05, 090, 084,-34.60793,149.81367,-33.67062,149.05273,-33.95704,151.0213,-35.24772,148.58815,-35.53949,150.59301
LT05_L1TP_090084_19890110_20170204_01_T1,LT50900841989010ASA01,1989/01/10,T1,2017/02/04, 090, 084,-34.60368,149.8075,-33.66638,149.04659,-33.95278,151.01507,-35.24348,148.58205,-35.53524,150.58681
LT05_L1TP_090084_19890126_20170205_01_T1,LT50900841989026ASA00,1989/01/26,T1,2017/02/05, 090, 084,-34.61335,149.83512,-33.67603,149.07415,-33.96247,151.04283,-35.25313,148.60951,-35.54492,150.61451
LT05_L1TP_090084_19890227_20170204_01_T1,LT50900841989058ASA00,1989/02/27,T1,2017/02/04, 090, 084,-34.6013,149.79379,-33.664,149.0329,-33.9504,151.00132,-35.24111,148.56838,-35.53285,150.57308
LT05_L1TP_090084_19890315_20170204_01_T1,LT50900841989074ASA00,1989/03/15,T1,2017/02/04, 090, 084,-34.62251,149.876,-33.68518,149.11496,-33.97165,151.08385,-35.26227,148.65025,-35.55409,150.65546
LT05_L1GS_090084_19890331_20170204_01_T2,LT50900841989090ASA00,1989/03/31,T2,2017/02/04, 090, 084,-34.62295,149.87756,-33.68562,149.11652,-33.97209,151.08542,-35.26271,148.6518,-35.55453,150.65702
LT05_L1GS_090084_19890518_20170203_01_T2,LT50900841989138ASA00,1989/05/18,T2,2017/02/03, 090, 084,-34.61131,149.82304,-33.674,149.06208,-33.96043,151.03072,-35.25109,148.59747,-35.54287,150.60241
LT05_L1GS_090084_19890603_20170203_01_T2,LT50900841989154ASA00,1989/06/03,T2,2017/02/03, 090, 084,-34.60922,149.79355,-33.67191,149.03261,-33.95834,151.0012,-35.24901,148.56801,-35.54078,150.5729
LT05_L1TP_090084_19890705_20170202_01_T1,LT50900841989186ASA00,1989/07/05,T1,2017/02/02, 090, 084,-34.60816,149.81571,-33.67085,149.05477,-33.95727,151.02334,-35.24795,148.59019,-35.53972,150.59505
LT05_L1TP_090084_19890721_20170202_01_T1,LT50900841989202ASA00,1989/07/21,T1,2017/02/02, 090, 084,-34.60829,149.81725,-33.67098,149.05631,-33.9574,151.02489,-35.24808,148.59172,-35.53985,150.5966
LT05_L1TP_090084_19890806_20170202_01_T1,LT50900841989218ASA00,1989/08/06,T1,2017/02/02, 090, 084,-34.60825,149.81622,-33.67094,149.05528,-33.95736,151.02385,-35.24804,148.5907,-35.53981,150.59557
LT05_L1TP_090084_19890822_20170202_01_T1,LT50900841989234ASA00,1989/08/22,T1,2017/02/02, 090, 084,-34.61348,149.81853,-33.67616,149.05755,-33.9626,151.02624,-35.25326,148.59292,-35.54505,150.59792
LT05_L1TP_090084_19890923_20170201_01_T1,LT50900841989266ASA00,1989/09/23,T1,2017/02/01, 090, 084,-34.61599,149.83614,-33.67867,149.07515,-33.96512,151.04389,-35.25576,148.61049,-35.54756,150.61555
LT05_L1TP_090084_19891009_20170201_01_T1,LT50900841989282ASA00,1989/10/09,T1,2017/02/01, 090, 084,-34.60873,149.81258,-33.67142,149.05164,-33.95784,151.02022,-35.24852,148.58705,-35.54029,150.59193
LT05_L1GS_090084_19891110_20170201_01_T2,LT50900841989314ASA00,1989/11/10,T2,2017/02/01, 090, 084,-34.61387,149.85147,-33.67655,149.09049,-33.96299,151.05919,-35.25365,148.62586,-35.54544,150.63086
LT05_L1TP_090084_19891126_20170201_01_T1,LT50900841989330ASA00,1989/11/26,T1,2017/02/01, 090, 084,-34.61657,149.84966,-33.67925,149.08866,-33.9657,151.05742,-35.25634,148.624,-35.54814,150.62907
LT05_L1TP_090084_19900214_20170131_01_T1,LT50900841990045ASA00,1990/02/14,T1,2017/01/31, 090, 084,-34.6103,149.82857,-33.67299,149.06762,-33.95942,151.03624,-35.25008,148.60301,-35.54186,150.60793
LT05_L1TP_090084_19900302_20170131_01_T1,LT50900841990061ASA00,1990/03/02,T1,2017/01/31, 090, 084,-34.60697,149.82116,-33.66966,149.06023,-33.95608,151.02878,-35.24676,148.59566,-35.53853,150.6005
LT05_L1GS_090084_19900403_20170131_01_T2,LT50900841990093ASA00,1990/04/03,T2,2017/01/31, 090, 084,-34.61126,149.8392,-33.67395,149.07824,-33.96038,151.04688,-35.25104,148.61363,-35.54282,150.61857
LT05_L1GS_090084_19900419_20170130_01_T2,LT50900841990109ASA00,1990/04/19,T2,2017/01/30, 090, 084,-34.60124,149.78926,-33.66394,149.02837,-33.95034,150.99679,-35.24105,148.56385,-35.53279,150.56855
LT05_L1TP_090084_19900505_20170130_01_T1,LT50900841990125ASA00,1990/05/05,T1,2017/01/30, 090, 084,-34.60861,149.8049,-33.6713,149.04396,-33.95772,151.01254,-35.2484,148.57937,-35.54017,150.58425
LT05_L1GS_090084_19900521_20170130_01_T2,LT50900841990141ASA00,1990/05/21,T2,2017/01/30, 090, 084,-34.60628,149.78568,-33.66897,149.02476,-33.95539,150.99328,-35.24607,148.56019,-35.53784,150.56501
LT05_L1TP_090084_19900606_20170130_01_T1,LT50900841990157ASA00,1990/06/06,T1,2017/01/30, 090, 084,-34.6062,149.79337,-33.66889,149.03245,-33.95531,151.00097,-35.24599,148.56788,-35.53776,150.5727
LT05_L1TP_090084_19900708_20170129_01_T2,LT50900841990189ASA00,1990/07/08,T2,2017/01/29, 090, 084,-34.60164,149.79113,-33.66434,149.03024,-33.95074,150.99866,-35.24144,148.56571,-35.53319,150.57042
LT05_L1TP_090084_19900724_20170129_01_T1,LT50900841990205ASA00,1990/07/24,T1,2017/01/29, 090, 084,-34.60379,149.79762,-33.66649,149.03671,-33.9529,151.00519,-35.24359,148.57217,-35.53535,150.57693
LT05_L1TP_090084_19900809_20170128_01_T1,LT50900841990221ASA00,1990/08/09,T1,2017/01/28, 090, 084,-34.60814,149.80285,-33.67083,149.04191,-33.95725,151.01048,-35.24793,148.57733,-35.5397,150.58219
LT05_L1TP_090084_19900825_20170130_01_T1,LT50900841990237ASA00,1990/08/25,T1,2017/01/30, 090, 084,-34.60445,149.80689,-33.66715,149.04598,-33.95356,151.01447,-35.24425,148.58143,-35.53601,150.58621
LT05_L1TP_090084_19900910_20170128_01_T1,LT50900841990253ASA00,1990/09/10,T1,2017/01/28, 090, 084,-34.6026,149.79793,-33.6653,149.03703,-33.9517,151.00548,-35.2424,148.5725,-35.53415,150.57723
LT05_L1TP_090084_19900926_20170129_01_T1,LT50900841990269ASA00,1990/09/26,T1,2017/01/29, 090, 084,-34.60555,149.80087,-33.66825,149.03995,-33.95466,151.00846,-35.24535,148.57539,-35.53711,150.58019
LT05_L1TP_090084_19901012_20170128_01_T1,LT50900841990285ASA00,1990/10/12,T1,2017/01/28, 090, 084,-34.60787,149.79576,-33.67056,149.03482,-33.95698,151.00339,-35.24766,148.57024,-35.53943,150.5751
LT05_L1TP_090084_19901028_20170129_01_T1,LT50900841990301ASA00,1990/10/28,T1,2017/01/29, 090, 084,-34.60356,149.79094,-33.66626,149.03004,-33.95266,150.9985,-35.24336,148.56549,-35.53512,150.57025
LT05_L1TP_090084_19901113_20170129_01_T1,LT50900841990317ASA00,1990/11/13,T1,2017/01/29, 090, 084,-34.59312,149.74362,-33.65583,148.98279,-33.94221,150.95103,-35.23294,148.51834,-35.52466,150.52285
LT05_L1TP_090084_19901215_20170127_01_T1,LT50900841990349ASA00,1990/12/15,T1,2017/01/27, 090, 084,-34.59471,149.76218,-33.65742,149.00134,-33.9438,150.96961,-35.23453,148.53687,-35.52625,150.54142
LT05_L1GS_090084_19910116_20170127_01_T2,LT50900841991016ASA00,1991/01/16,T2,2017/01/27, 090, 084,-34.5933,149.73863,-33.65601,148.9778,-33.94239,150.94604,-35.23312,148.51334,-35.52484,150.51786
LT05_L1TP_090084_19910201_20170127_01_T1,LT50900841991032ASA00,1991/02/01,T1,2017/01/27, 090, 084,-34.60075,149.7652,-33.66345,149.00431,-33.94985,150.97272,-35.24056,148.5398,-35.5323,150.54449
LT05_L1TP_090084_19910217_20170127_01_T1,LT50900841991048ASA00,1991/02/17,T1,2017/01/27, 090, 084,-34.60412,149.76978,-33.66682,149.00887,-33.95323,150.97735,-35.24392,148.54432,-35.53568,150.54909
LT05_L1TP_090084_19910305_20170128_01_T1,LT50900841991064ASA00,1991/03/05,T1,2017/01/28, 090, 084,-34.60222,149.78135,-33.66492,149.02045,-33.95132,150.98889,-35.24202,148.55592,-35.53377,150.56065
LT05_L1TP_090084_19910321_20170127_01_T1,LT50900841991080ASA00,1991/03/21,T1,2017/01/27, 090, 084,-34.60001,149.7638,-33.66271,149.00292,-33.94911,150.97131,-35.23982,148.53841,-35.53156,150.54308
LT05_L1TP_090084_19910406_20170127_01_T1,LT50900841991096ASA01,1991/04/06,T1,2017/01/27, 090, 084,-34.60128,149.78061,-33.66398,149.01972,-33.95038,150.98814,-35.24109,148.5552,-35.53283,150.5599
LT05_L1TP_090084_19910422_20170127_01_T1,LT50900841991112ASA00,1991/04/22,T1,2017/01/27, 090, 084,-34.60087,149.77664,-33.66357,149.01575,-33.94997,150.98416,-35.24068,148.55123,-35.53242,150.55593
LT05_L1GS_090084_19910508_20170126_01_T2,LT50900841991128ASA00,1991/05/08,T2,2017/01/26, 090, 084,-34.59468,149.75742,-33.65739,148.99658,-33.94377,150.96485,-35.2345,148.53211,-35.52622,150.53666
LT05_L1TP_090084_19910524_20170126_01_T1,LT50900841991144ASA00,1991/05/24,T1,2017/01/26, 090, 084,-34.59342,149.74658,-33.65613,148.98575,-33.94251,150.95399,-35.23324,148.52129,-35.52496,150.52581
LT05_L1GS_090084_19910609_20170127_01_T2,LT50900841991160ASA00,1991/06/09,T2,2017/01/27, 090, 084,-34.5978,149.75177,-33.66051,148.99091,-33.94689,150.95925,-35.23761,148.52641,-35.52935,150.53103
LT05_L1TP_090084_19910625_20170126_01_T1,LT50900841991176ASA00,1991/06/25,T1,2017/01/26, 090, 084,-34.59456,149.74195,-33.65727,148.98111,-33.94365,150.94938,-35.23438,148.51664,-35.5261,150.52119
LT05_L1GS_090084_19910711_20170126_01_T2,LT50900841991192ASA00,1991/07/11,T2,2017/01/26, 090, 084,-34.59947,149.75783,-33.66217,148.99695,-33.94857,150.96533,-35.23928,148.53245,-35.53102,150.53711
LT05_L1TP_090084_19910727_20170126_01_T1,LT50900841991208ASA00,1991/07/27,T1,2017/01/26, 090, 084,-34.59033,149.73936,-33.65305,148.97855,-33.93941,150.94672,-35.23016,148.51412,-35.52187,150.51856
LT05_L1TP_090084_19910812_20170126_01_T1,LT50900841991224ASA00,1991/08/12,T1,2017/01/26, 090, 084,-34.60408,149.77191,-33.66678,149.011,-33.95319,150.97948,-35.24388,148.54645,-35.53564,150.55122
LT05_L1TP_090084_19910828_20170126_01_T1,LT50900841991240ASA00,1991/08/28,T1,2017/01/26, 090, 084,-34.60212,149.77814,-33.66482,149.01725,-33.95122,150.98568,-35.24192,148.55271,-35.53367,150.55744
LT05_L1TP_090084_19910913_20170125_01_T1,LT50900841991256ASA00,1991/09/13,T1,2017/01/25, 090, 084,-34.59696,149.76044,-33.65967,148.99958,-33.94605,150.9679,-35.23678,148.5351,-35.52851,150.5397
LT05_L1TP_090084_19910929_20170125_01_T1,LT50900841991272ASA00,1991/09/29,T1,2017/01/25, 090, 084,-34.59997,149.76977,-33.66267,149.00889,-33.94907,150.97728,-35.23978,148.54438,-35.53152,150.54905
LT05_L1TP_090084_19911015_20170125_01_T1,LT50900841991288ASA00,1991/10/15,T1,2017/01/25, 090, 084,-34.59233,149.75033,-33.65504,148.9895,-33.94141,150.95772,-35.23216,148.52506,-35.52387,150.52955
LT05_L1GS_090084_19911031_20170125_01_T2,LT50900841991304ASA00,1991/10/31,T2,2017/01/25, 090, 084,-34.60492,149.77788,-33.66762,149.01697,-33.95403,150.98546,-35.24472,148.55241,-35.53648,150.5572
LT05_L1TP_090084_19911116_20170125_01_T1,LT50900841991320ASA00,1991/11/16,T1,2017/01/25, 090, 084,-34.59916,149.77149,-33.66186,149.01062,-33.94826,150.97899,-35.23897,148.54611,-35.53071,150.55076
LT05_L1TP_090084_19911202_20170125_01_T1,LT50900841991336ASA00,1991/12/02,T1,2017/01/25, 090, 084,-34.59361,149.72788,-33.65632,148.96705,-33.9427,150.93529,-35.23343,148.50259,-35.52515,150.50711
LT05_L1TP_090084_19911218_20170124_01_T1,LT50900841991352ASA00,1991/12/18,T1,2017/01/24, 090, 084,-34.59638,149.76352,-33.65909,149.00267,-33.94547,150.97097,-35.2362,148.53818,-35.52793,150.54277
LT05_L1GS_090084_19920103_20170124_01_T2,LT50900841992003ASA00,1992/01/03,T2,2017/01/24, 090, 084,-34.60429,149.78608,-33.66699,149.02517,-33.9534,150.99365,-35.24409,148.56062,-35.53585,150.56539
LT05_L1TP_090084_19920119_20170124_01_T1,LT50900841992019ASA00,1992/01/19,T1,2017/01/24, 090, 084,-34.60729,149.78394,-33.66998,149.02301,-33.9564,150.99156,-35.24708,148.55843,-35.53885,150.56328
LT05_L1GS_090084_19920204_20170123_01_T2,LT50900841992035ASA00,1992/02/04,T2,2017/01/23, 090, 084,-34.60551,149.78322,-33.66821,149.0223,-33.95462,150.99081,-35.24531,148.55774,-35.53707,150.56254
LT05_L1TP_090084_19920220_20170123_01_T1,LT50900841992051ASA00,1992/02/20,T1,2017/01/23, 090, 084,-34.60873,149.79762,-33.67142,149.03668,-33.95784,151.00526,-35.24852,148.57209,-35.54029,150.57697
LT05_L1TP_090084_19920307_20170124_01_T1,LT50900841992067ASA00,1992/03/07,T1,2017/01/24, 090, 084,-34.60234,149.77505,-33.66504,149.01415,-33.95144,150.9826,-35.24214,148.54962,-35.53389,150.55435
LT05_L1TP_090084_19920323_20170124_01_T1,LT50900841992083ASA00,1992/03/23,T1,2017/01/24, 090, 084,-34.60182,149.76673,-33.66452,149.00584,-33.95092,150.97427,-35.24162,148.54131,-35.53337,150.54602
LT05_L1TP_090084_19920408_20170124_01_T1,LT50900841992099ASA00,1992/04/08,T1,2017/01/24, 090, 084,-34.60356,149.77799,-33.66626,149.01709,-33.95266,150.98555,-35.24336,148.55254,-35.53512,150.5573
LT05_L1TP_090084_19920424_20170123_01_T1,LT50900841992115ASA00,1992/04/24,T1,2017/01/23, 090, 084,-34.59814,149.7793,-33.66085,149.01843,-33.94723,150.98678,-35.23795,148.55394,-35.52969,150.55857
LT05_L1TP_090084_19920510_20170123_01_T2,LT50900841992131ASA00,1992/05/10,T2,2017/01/23, 090, 084,-34.60469,149.77112,-33.66739,149.01021,-33.9538,150.9787,-35.24449,148.54565,-35.53625,150.55044
LT05_L1TP_090084_19920526_20170122_01_T1,LT50900841992147ASA00,1992/05/26,T1,2017/01/22, 090, 084,-34.59708,149.76993,-33.65979,149.00907,-33.94617,150.9774,-35.2369,148.54458,-35.52863,150.54919
LT05_L1TP_090084_19920611_20170122_01_T1,LT50900841992163ASA00,1992/06/11,T1,2017/01/22, 090, 084,-34.59621,149.77068,-33.65892,149.00983,-33.9453,150.97813,-35.23603,148.54535,-35.52776,150.54993
LT05_L1TP_090084_19920627_20170124_01_T2,LT50900841992179ASA00,1992/06/27,T2,2017/01/24, 090, 084,-34.60145,149.77471,-33.66415,149.01382,-33.95055,150.98224,-35.24126,148.54929,-35.533,150.554
LT05_L1TP_090084_19920713_20170122_01_T1,LT50900841992195ASA00,1992/07/13,T1,2017/01/22, 090, 084,-34.60205,149.78177,-33.66475,149.02088,-33.95115,150.98931,-35.24185,148.55634,-35.5336,150.56107
LT05_L1TP_090084_19920729_20170122_01_T1,LT50900841992211ASA00,1992/07/29,T1,2017/01/22, 090, 084,-34.60181,149.78773,-33.66451,149.02684,-33.95091,150.99527,-35.24161,148.56231,-35.53336,150.56702
LT05_L1TP_090084_19920814_20170123_01_T1,LT50900841992227ASA00,1992/08/14,T1,2017/01/23, 090, 084,-34.60232,149.79875,-33.66502,149.03785,-33.95142,151.00629,-35.24212,148.57332,-35.53387,150.57805
LT05_L1TP_090084_19920830_20170122_01_T1,LT50900841992243ASA00,1992/08/30,T1,2017/01/22, 090, 084,-34.60854,149.80501,-33.67123,149.04407,-33.95765,151.01265,-35.24833,148.57948,-35.5401,150.58436
LT05_L1TP_090084_19920915_20170122_01_T1,LT50900841992259ASA00,1992/09/15,T1,2017/01/22, 090, 084,-34.60925,149.80281,-33.67194,149.04186,-33.95837,151.01046,-35.24904,148.57727,-35.54081,150.58216
LT05_L1TP_090084_19921001_20170121_01_T1,LT50900841992275ASA00,1992/10/01,T1,2017/01/21, 090, 084,-34.61319,149.82707,-33.67588,149.0661,-33.96231,151.03478,-35.25297,148.60147,-35.54476,150.60645
LT05_L1GS_090084_19921017_20170121_01_T2,LT50900841992291ASA00,1992/10/17,T2,2017/01/21, 090, 084,-34.61157,149.81893,-33.67426,149.05797,-33.96069,151.02661,-35.25135,148.59335,-35.54314,150.5983
LT05_L1TP_090084_19921102_20170122_01_T1,LT50900841992307ASA00,1992/11/02,T1,2017/01/22, 090, 084,-34.60809,149.79841,-33.67078,149.03747,-33.9572,151.00604,-35.24788,148.57289,-35.53965,150.57775
LT05_L1TP_090084_19921204_20170121_01_T1,LT50900841992339ASA00,1992/12/04,T1,2017/01/21, 090, 084,-34.59629,149.74583,-33.659,148.98498,-33.94538,150.95328,-35.23611,148.5205,-35.52784,150.52508
LT05_L1GS_090084_19921220_20170121_01_T2,LT50900841992355ASA00,1992/12/20,T2,2017/01/21, 090, 084,-34.59697,149.76395,-33.65968,149.00309,-33.94606,150.97141,-35.23679,148.53861,-35.52852,150.54321
LT05_L1TP_090084_19930105_20170121_01_T1,LT50900841993005ASA00,1993/01/05,T1,2017/01/21, 090, 084,-34.59793,149.77441,-33.66064,149.01354,-33.94702,150.98189,-35.23774,148.54905,-35.52948,150.55367
LT05_L1GS_090084_19930121_20170121_01_T2,LT50900841993021ASA00,1993/01/21,T2,2017/01/21, 090, 084,-34.59774,149.7755,-33.66045,149.01464,-33.94683,150.98298,-35.23755,148.55014,-35.52929,150.55476
LT05_L1TP_090084_19930206_20170120_01_T1,LT50900841993037ASA01,1993/02/06,T1,2017/01/20, 090, 084,-34.59862,149.77382,-33.66133,149.01295,-33.94772,150.98131,-35.23843,148.54845,-35.53017,150.55309
LT05_L1TP_090084_19930222_20170120_01_T1,LT50900841993053ASA00,1993/02/22,T1,2017/01/20, 090, 084,-34.60108,149.79617,-33.66378,149.03528,-33.95018,151.0037,-35.24089,148.57076,-35.53263,150.57546
LT05_L1TP_090084_19930310_20170119_01_T1,LT50900841993069ASA00,1993/03/10,T1,2017/01/19, 090, 084,-34.5982,149.78243,-33.66091,149.02156,-33.94729,150.98991,-35.23801,148.55707,-35.52975,150.5617
LT05_L1TP_090084_19930326_20170120_01_T1,LT50900841993085ASA00,1993/03/26,T1,2017/01/20, 090, 084,-34.60622,149.80724,-33.66891,149.04632,-33.95533,151.01484,-35.24601,148.58175,-35.53778,150.58657
LT05_L1TP_090084_19930411_20170119_01_T1,LT50900841993101ASA00,1993/04/11,T1,2017/01/19, 090, 084,-34.60425,149.798,-33.66695,149.03709,-33.95336,151.00557,-35.24405,148.57254,-35.53581,150.57731
LT05_L1TP_090084_19930427_20170119_01_T1,LT50900841993117ASA00,1993/04/27,T1,2017/01/19, 090, 084,-34.60551,149.78057,-33.66821,149.01965,-33.95462,150.98816,-35.24531,148.55509,-35.53707,150.55989
LT05_L1TP_090084_19930513_20170119_01_T1,LT50900841993133ASA00,1993/05/13,T1,2017/01/19, 090, 084,-34.60007,149.78201,-33.66277,149.02113,-33.94917,150.98952,-35.23988,148.55662,-35.53162,150.56129
